"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"MATH 151B - WU FUNG, S.M.",0.474,0.263,NA,0.053,0.105,NA,NA,NA,0.053,NA,NA,0.053,NA
"MATH 155 - LI, W.",0.214,0.071,0.357,0.071,0.036,0.143,0.071,NA,NA,0.036,NA,NA,NA
"MATH 156 - HADDOCK, J.",0.742,NA,0.032,0.097,NA,0.065,NA,NA,NA,NA,0.032,0.032,NA
"MATH 164 - LI, W.",0.806,NA,NA,0.194,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 164 - SALAZAR, R.",0.607,0.179,NA,NA,0.036,0.107,NA,NA,NA,0.071,NA,NA,NA
"MATH 167 - SALANEVICH, P.",0.176,0.176,0.176,0.118,0.147,0.059,0.029,NA,0.059,NA,0.029,NA,0.029
"MATH 168 - OTTER, N.",0.13,0.174,0.087,0.087,0.087,0.043,0.087,0.087,0.087,0.043,NA,0.043,0.043
"MATH 170A - ISELI, A.U.",0.206,0.206,0.088,0.147,0.147,0.088,NA,NA,0.118,NA,NA,NA,NA
"MATH 170B - AUSTIN, T.D.",0.333,NA,NA,0.083,0.083,NA,0.417,NA,NA,0.083,NA,NA,NA
"MATH 170E - HARROP-GRIFFITHS,",0.253,0.241,0.025,0.127,0.076,0.114,0.051,NA,0.089,0.013,NA,NA,0.013
"MATH 170E - LEE, S.",0.353,0.059,0.088,0.206,0.029,0.088,0.088,NA,0.029,0.029,NA,NA,0.029
"MATH 170E - POGGI-CORRADINI, P",0.26,0.164,0.247,0.082,0.041,0.096,0.068,0.014,0.014,NA,NA,0.014,NA
"MATH 170S - LYU, H.",0.439,0.244,0.049,0.146,NA,0.122,NA,NA,NA,NA,NA,NA,NA
"MATH 170S - REBROVA, E.",0.36,0.2,0.04,0.2,0.12,0.08,NA,NA,NA,NA,NA,NA,NA
"MATH 170S - YIN, J.",0.368,0.105,0.079,0.079,0.105,0.211,0.053,NA,NA,NA,NA,NA,NA
"MATH 171 - LYU, H.",0.528,0.139,0.028,0.111,0.028,0.111,NA,NA,0.056,NA,NA,NA,NA
"MATH 174E - JAMNESHAN, A.",0.263,0.184,0.158,0.211,0.105,0.079,NA,NA,NA,NA,NA,NA,NA
"MATH 177 - BLASIUS, D.M.",0.2,0.16,0.24,NA,0.04,0.16,0.04,0.04,0.12,NA,NA,NA,NA
"MATH 178A - NGUYEN, H.D.",0.303,0.061,0.03,0.212,0.091,0.091,0.152,NA,0.03,0.03,NA,NA,NA
"MATH 178B - OZEL, E.",0.426,0.115,0.033,0.131,0.18,0.082,NA,0.016,0.016,NA,NA,NA,NA
"MATH 182 - JACOBS, M.A.",0.343,0.371,0.029,0.143,0.057,NA,NA,NA,0.057,NA,NA,NA,NA
"MATH 184 - CHAN, S.",0.133,0.267,0.133,0.133,0.133,0.133,NA,NA,0.067,NA,NA,NA,NA
"MATH 192A - BLASIUS, D.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 206B - GALASHIN, P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 210B - MERKURJEV, A.S.",0.588,NA,0.118,0.176,0.059,0.059,NA,NA,NA,NA,NA,NA,NA
"MATH 214A - TOTARO, B.",0.895,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053
"MATH 220B - CHERNIKOV, A.",0.25,0.333,0.417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 223D - MARKS, A.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 225B - HONDA, K.",0.667,0.083,0.167,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 229B - WHITE, N.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 245B - BISKUP, M.",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 246B - KILLIP, R.B.",0.909,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 247A - VISAN, M.",0.75,0.125,NA,NA,0.062,0.062,NA,NA,NA,NA,NA,NA,NA
"MATH 255B - KHITRIK, M.",0.947,NA,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 266B - ROPER, M.L.",0.833,0.083,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 269B - TERAN, J.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 270B - NEEDELL, D.",0.762,0.095,NA,0.048,NA,0.095,NA,NA,NA,NA,NA,NA,NA
"MATH 275B - MENZ, G.",0.667,NA,0.222,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"MATH 285J - VESE, L.A.",0.273,0.182,0.545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 31A - GREENE, M.P.",0.279,0.029,0.368,0.029,0.029,0.044,0.147,0.015,0.059,NA,NA,NA,NA
"MATH 31A - GREENFELD, R.",0.133,0.16,0.027,0.16,0.013,0.147,0.107,0.093,0.133,NA,NA,NA,0.027
"MATH 31AL - CONLEY, W.J.",0.368,0.103,NA,0.132,0.074,0.029,0.118,0.074,0.059,0.029,NA,NA,0.015
"MATH 31B - HSU, C.",0.507,0.158,0.02,0.108,0.039,0.089,0.025,0.01,0.034,NA,NA,NA,0.01
"MATH 31B - MADRID PADILLA, J.",0.154,0.145,0.034,0.094,0.137,0.162,0.085,0.06,0.103,NA,NA,NA,0.026
"MATH 31B - MARENGON, M.",0.246,0.149,0.01,0.128,0.067,0.103,0.164,0.021,0.062,0.036,NA,NA,0.015
"MATH 31B - POPA, S.",0.34,0.195,0.047,0.14,0.047,0.167,0.014,0.019,0.033,NA,NA,NA,NA
"MATH 32A - DE SANTIAGO, R.",0.73,0.095,NA,0.079,0.016,0.032,0.016,NA,0.016,NA,NA,0.016,NA
"MATH 32A - GONG, S.",0.522,0.21,0.098,0.054,0.01,0.088,NA,0.005,0.015,NA,NA,NA,NA
"MATH 32A - MANNING, J.A.",0.275,0.127,0.074,0.143,0.063,0.116,0.026,0.063,0.069,0.011,0.011,0.005,0.016
"MATH 32A - TAYLOR, D.W.",0.372,0.159,NA,0.098,0.091,0.165,0.024,0.012,0.037,0.006,0.012,0.012,0.012
"MATH 32B - LEE, S.",0.323,0.174,0.041,0.113,0.077,0.179,0.015,0.01,0.031,0.015,NA,0.015,0.005
"MATH 32B - ROONEY, J.H.",0.348,0.105,0.011,0.171,0.044,0.116,0.044,0.017,0.039,0.05,NA,0.017,0.039
"MATH 32B - SPAAS, P.",0.514,0.169,NA,0.071,0.087,0.115,NA,0.033,NA,NA,NA,NA,0.011
"MATH 32B - WILLIS, M.S.",0.368,0.11,NA,0.1,0.038,0.215,0.077,0.019,0.033,0.01,NA,NA,0.029
"MATH 32BH - RADKO, O.V.",0.235,0.118,0.176,0.118,0.235,0.118,NA,NA,NA,NA,NA,NA,NA
"MATH 33A - GLEIZER, O.",0.269,0.276,0.142,0.075,0.037,0.097,0.015,0.015,0.045,0.015,NA,0.007,0.007
"MATH 33A - HLUSHCHANKA, M.",0.166,0.133,0.044,0.144,0.083,0.215,0.099,NA,0.077,NA,NA,0.033,0.006
"MATH 33A - HUANG, L.",0.197,0.197,NA,0.132,0.105,0.132,0.066,0.039,0.079,0.013,NA,NA,0.039
"MATH 33AH - RONCHETTI, N.",0.286,0.286,0.19,NA,NA,0.19,0.048,NA,NA,NA,NA,NA,NA
"MATH 33B - FAN, H.",0.574,0.127,0.096,0.041,0.03,0.066,0.015,0.015,0.025,0.005,NA,0.005,NA
"MATH 33B - MORENO, A.J.",0.495,0.252,NA,0.071,0.029,0.11,0.014,NA,0.014,0.01,NA,NA,0.005
"MATH 33B - RADKO, O.V.",0.333,0.056,NA,0.111,0.083,0.167,0.056,0.056,0.056,0.056,NA,NA,0.028
"MATH 3A - GREENE, M.P.",0.474,0.053,0.132,0.105,0.026,0.132,0.053,0.026,NA,NA,NA,NA,NA
"MATH 3B - ROPER, M.L.",0.697,0.145,0.026,0.039,0.013,0.039,NA,0.013,NA,NA,NA,NA,0.026
"MATH 3C - BOEDIHARDJO, M.T.",0.495,0.022,NA,0.044,0.077,0.308,0.011,0.011,0.022,NA,NA,NA,0.011
"MATH 61 - CAMERON, J.",0.194,0.118,0.022,0.161,0.108,0.108,0.108,0.075,0.043,0.011,NA,NA,0.054
"MATH 61 - GEHRET, A.R.",0.384,0.184,0.021,0.084,0.058,0.163,0.032,0.011,0.047,NA,NA,0.011,0.005
"MATH M114S - MOSCHOVAKIS, Y.N.",0.435,0.087,0.043,0.174,NA,0.13,0.087,NA,NA,NA,NA,NA,0.043
"MC&IP 262 - WANG, Y.",0.588,NA,0.235,0.118,NA,0.059,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 104AL - LEE, P.",0.385,0.154,NA,0.128,0.026,0.282,NA,0.026,NA,NA,NA,NA,NA
"MCD BIO 138 - RIGUEUR, D.",0.575,0.288,NA,0.025,0.038,0.038,0.013,0.025,NA,NA,NA,NA,NA
"MCD BIO 144 - LOWRY, W.E.",0.202,0.274,0.107,0.095,0.095,0.167,NA,NA,0.036,0.012,NA,0.012,NA
"MCD BIO 150AL - HIRSCH, A.M.",0.333,0.375,0.042,0.083,0.042,0.125,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 160 - PRUNET, N.",0.3,0.15,0.15,0.15,0.05,0.15,NA,NA,0.05,NA,NA,NA,NA
"MCD BIO 165A - SAGASTI, A.",0.199,0.068,0.11,0.281,0.075,0.144,0.048,0.021,0.048,NA,NA,0.007,NA
"MCD BIO 168 - MIKKOLA, H.K.",0.33,0.182,0.307,0.057,0.045,0.068,NA,NA,0.011,NA,NA,NA,NA
"MCD BIO 180A - JONES, D.L.",0.667,NA,0.278,0.056,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 180B - NIKOLOV, L.A.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - HOOSHMAND, M.J.",0.536,0.214,0.214,NA,NA,0.036,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - JACOBSEN, S.E.",0.154,NA,0.846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 30H - HOSSAIN, M.",0.556,0.148,NA,0.222,NA,0.074,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 50 - LEE, P.",0.495,0.22,NA,0.073,0.009,0.147,0.018,0.009,0.018,NA,NA,NA,0.009
"MCD BIO 60 - GALLAGHER, K.J.",0.495,0.28,NA,0.056,0.009,0.131,0.009,NA,0.019,NA,NA,NA,NA
"MCD BIO 90 - HOOSHMAND, M.J.",0.706,0.088,NA,0.088,0.029,0.029,NA,0.029,NA,0.029,NA,NA,NA
"MCD BIO CM156 - COHN, D.H.",0.164,0.09,0.134,0.328,0.06,0.045,0.045,0.075,0.045,0.015,NA,NA,NA
"MCD BIO M140 - COLICELLI, J.J.",0.485,0.182,0.091,NA,0.03,0.121,NA,NA,0.061,0.03,NA,NA,NA
"MECH&AE 101 - GOYAL, V.K.",0.543,0.026,0.31,0.026,0.009,0.034,0.017,0.034,NA,NA,NA,NA,NA
"MECH&AE 102 - MITTAL, M.",0.25,0.188,0.146,0.229,0.042,0.104,0.021,0.021,NA,NA,NA,NA,NA
"MECH&AE 103 - KAVEHPOUR, H.P.",0.274,0.368,0.168,0.084,0.011,0.095,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 105A - AMAR, R.C.",0.189,0.182,0.023,0.227,0.098,0.136,0.098,0.008,0.023,0.015,NA,NA,NA
"MECH&AE 105D - AYYASWAMY, P.S.",0.462,0.09,0.09,0.154,0.013,0.179,NA,NA,0.013,NA,NA,NA,NA
"MECH&AE 107 - FRANCO, E.",0.265,0.176,0.074,0.147,0.088,0.103,0.029,NA,0.074,0.015,NA,NA,0.029
"MECH&AE 133A - STUBBLEBINE, M.J.",0.195,0.169,0.013,0.221,0.078,0.234,0.052,NA,0.013,NA,NA,NA,0.026
"MECH&AE 150A - ELDREDGE, J.D.",0.254,0.102,0.153,0.085,0.119,0.186,NA,NA,0.085,NA,NA,NA,0.017
"MECH&AE 154A - TOOHEY, D.M.",0.794,0.176,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 156A - KHALID JAWED, M.",0.41,0.115,0.282,0.038,0.013,0.115,NA,NA,0.026,NA,NA,NA,NA
"MECH&AE 157 - BARAKO, M.T.",0.957,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - HU, Y.",0.688,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - JU, S.",0.172,0.552,NA,NA,NA,0.276,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 161B - WIRZ, R.E.",0.422,0.072,0.06,0.193,0.048,0.145,0.012,NA,0.036,NA,0.012,NA,NA
"MECH&AE 162D - CHANG, S.",0.338,0.431,0.123,0.062,NA,0.046,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162D - HONG, D.W.",0.974,NA,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162D - ROSEN, J.",0.519,0.111,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 166C - SEPULVEDA, A.E.",0.25,0.375,0.125,0.188,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 171A - IWASAKI, T.",0.152,0.227,0.03,0.136,0.076,0.167,0.045,0.03,0.106,0.015,NA,NA,0.015
"MECH&AE 172 - M'CLOSKEY, R.T.",0.941,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 182B - ALVES, L.",0.176,NA,0.176,0.176,0.059,0.176,0.059,0.118,0.059,NA,NA,NA,NA
"MECH&AE 183A - KIM, C.",0.231,0.212,0.058,0.038,0.135,0.096,0.058,0.038,0.038,0.038,NA,0.058,NA
"MECH&AE 231B - PILON, L.G.",0.176,0.353,0.176,0.118,NA,0.176,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 231C - DHIR, V.K.",0.231,0.231,NA,0.154,0.077,0.308,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250A - TAIRA, K.",0.455,0.227,0.091,0.045,0.045,0.136,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250F - ZHONG, X.",0.421,0.211,0.053,0.053,NA,0.263,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 259A - SPEARRIN, R.M.",0.5,0.3,0.1,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 263B - ROSEN, J.",0.125,NA,0.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 270B - KOHANNIM, S.",0.562,0.25,0.094,0.062,NA,0.031,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 271B - SPEYER, J.L.",0.5,0.333,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 294A - HOPKINS, J.",0.393,0.196,0.214,0.107,NA,0.089,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 82 - CHATTERJEE, A.K.",0.247,0.123,0.479,0.027,0.027,0.082,0.014,NA,NA,NA,NA,NA,NA
"MECH&AE 94 - GADH, R.",0.2,0.236,0.036,0.164,0.073,0.182,0.073,NA,0.036,NA,NA,NA,NA
"MECH&AE C183C - LI, X.",0.19,0.095,0.095,0.143,0.19,0.286,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C297A - LI, X.",0.286,0.238,0.19,0.238,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"MECH&AE CM140 - GUPTA, V.",0.926,NA,0.074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE CM240 - GUPTA, V.",0.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M168 - GOYAL, V.K.",0.615,NA,0.231,NA,0.077,0.077,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M20 - GAO, E.X.",0.279,0.054,0.532,0.045,0.027,0.027,0.027,NA,NA,0.009,NA,NA,NA
"MECH&AE M280B - CHIOU, P.",0.389,0.222,0.167,0.111,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M287 - CHEN, Y.",0.462,0.346,0.038,0.038,NA,0.077,NA,NA,NA,NA,NA,NA,0.038
"MECH&AE M297B - LI, X.",0.364,0.303,0.091,0.03,0.03,0.182,NA,NA,NA,NA,NA,NA,NA
"MGMT 108 - GUERIN, J.",0.133,0.157,NA,0.133,0.241,0.12,0.06,0.036,0.096,NA,NA,0.024,NA
"MGMT 108 - KLEIN, G.L.",0.081,0.338,0.068,0.216,0.068,0.081,0.041,0.014,0.041,0.041,NA,NA,0.014
"MGMT 120A - BORMAN, C.J.",0.244,0.171,0.024,0.195,0.22,0.098,NA,NA,0.024,NA,NA,NA,0.024
"MGMT 120B - WOO, E.A.",0.365,0.176,NA,0.271,0.035,0.129,NA,NA,NA,NA,NA,NA,0.024
"MGMT 121 - WILLIAMS, M.G.",0.449,0.18,0.101,0.067,0.045,0.112,0.011,NA,0.034,NA,NA,NA,NA
"MGMT 122 - WILLIAMS, M.G.",0.268,0.165,0.041,0.155,0.082,0.144,0.041,0.01,0.031,0.021,0.021,0.01,0.01
"MGMT 127A - GARDNER TRELOAR, J",0.181,0.153,NA,0.153,0.139,0.125,0.083,0.056,0.056,NA,NA,NA,0.056
"MGMT 127A - KLEIN, G.L.",0.15,0.25,0.2,0.05,0.05,0.2,NA,NA,0.05,NA,NA,NA,0.05
"MGMT 127B - KLEIN, G.L.",0.188,0.125,0.083,0.208,0.104,0.104,0.042,0.021,0.104,NA,NA,0.021,NA
"MGMT 142A - RAVETCH, D.S.",0.235,0.412,NA,0.176,NA,0.147,0.029,NA,NA,NA,NA,NA,NA
"MGMT 160 - WILSON, N.M.",0.275,0.203,0.043,0.188,0.087,0.159,NA,0.014,0.014,NA,NA,NA,0.014
"MGMT 161 - AGHILI, K.",0.392,0.176,0.02,0.098,0.059,0.176,0.02,NA,0.039,NA,NA,NA,0.02
"MGMT 165 - ZHANG, S.",0.214,0.143,0.012,0.19,0.083,0.321,0.012,NA,0.012,0.012,NA,NA,NA
"MGMT 168 - RAVETCH, D.S.",0.472,0.139,NA,0.111,NA,0.222,0.028,NA,NA,NA,NA,NA,0.028
"MGMT 169 - WEINHAUS, E.A.",0.737,0.105,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - KARLAN, M.S.",0.214,0.257,NA,0.107,0.064,0.314,0.021,NA,0.021,NA,NA,NA,NA
"MGMT 1A - GARDNER TRELOAR, J",0.191,0.14,NA,0.107,0.152,0.157,0.045,0.045,0.09,0.011,0.022,NA,0.039
"MGMT 1B - RAVETCH, D.S.",0.101,0.101,NA,0.215,NA,0.174,0.148,NA,0.148,0.034,NA,NA,0.081
"MGMT 214 - FOX, C.R.",0.279,0.098,0.049,0.246,0.033,0.295,NA,NA,NA,NA,NA,NA,NA
"MGMT 220 - SUSSMAN, E.H.",0.164,0.473,NA,0.109,0.036,0.218,NA,NA,NA,NA,NA,NA,NA
"MGMT 222 - MICHAELI, B.",0.307,0.219,0.412,NA,NA,0.061,NA,NA,NA,NA,NA,NA,NA
"MGMT 224 - GUERIN, J.",0.129,0.339,NA,0.016,NA,0.516,NA,NA,NA,NA,NA,NA,NA
"MGMT 231D - GREENE, S.A.",0.254,0.492,NA,0.102,NA,0.153,NA,NA,NA,NA,NA,NA,NA
"MGMT 232B - LONGSTAFF, F.A.",0.212,0.273,NA,0.273,NA,0.242,NA,NA,NA,NA,NA,NA,NA
"MGMT 232D - GOUKASIAN, L.",0.391,0.13,0.087,0.087,0.13,0.174,NA,NA,NA,NA,NA,NA,NA
"MGMT 235 - GARMAISE, M.J.",0.259,0.241,NA,NA,NA,0.481,NA,NA,0.019,NA,NA,NA,NA
"MGMT 240F - TANG, C.S.",0.267,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 240G - KARMARKAR, U.S.",0.2,0.333,0.067,0.067,0.067,0.267,NA,NA,NA,NA,NA,NA,NA
"MGMT 241A - KRAMER, T.D.",0.198,0.286,NA,0.198,0.048,0.254,NA,0.008,NA,NA,NA,NA,0.008
"MGMT 246A - DELMAS, M.A.",0.353,NA,0.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 250D - FIRSTENBERG, I.",0.495,0.387,0.043,NA,NA,0.075,NA,NA,NA,NA,NA,NA,NA
"MGMT 254 - BENDERSKY, C.B.",0.234,0.213,NA,0.277,0.064,0.191,0.021,NA,NA,NA,NA,NA,NA
"MGMT 260A - ZEITHAMMER, R.",0.47,0.439,0.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 260B - TERECH, A.",0.159,0.28,0.061,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"MGMT 263A - DROLET ROSSI, A.",0.435,0.348,0.087,NA,NA,0.13,NA,NA,NA,NA,NA,NA,NA
"MGMT 264B - SPILLER, S.A.",0.265,0.169,0.06,0.157,0.06,0.289,NA,NA,NA,NA,NA,NA,NA
"MGMT 273 - HENDRY, S.",0.278,0.25,0.083,0.056,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMT 273 - JOHNSON, E.C.",0.455,0.182,0.227,NA,NA,0.136,NA,NA,NA,NA,NA,NA,NA
"MGMT 275 - BLEVINS, J.",0.184,0.163,0.143,0.163,0.122,0.204,NA,NA,NA,NA,NA,NA,0.02
"MGMT 275 - MCCANEY, J.T.",0.561,0.366,0.024,NA,NA,0.049,NA,NA,NA,NA,NA,NA,NA
"MGMT 278A - HABIBI, P.B.",0.412,0.112,NA,0.338,NA,0.138,NA,NA,NA,NA,NA,NA,NA
"MGMT 281B - CULBERT, S.A.",0.5,0.062,NA,0.188,NA,0.125,NA,NA,0.125,NA,NA,NA,NA
"MGMT 282 - BENDERSKY, C.B.",0.242,0.152,0.061,0.273,0.061,0.182,0.03,NA,NA,NA,NA,NA,NA
"MGMT 285B - ULLMEN, J.B.",0.481,0.296,0.111,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"MGMT 286 - ERICKSON, C.L.",0.298,0.439,0.105,NA,NA,0.158,NA,NA,NA,NA,NA,NA,NA
"MGMT 295A - ALDERTON, D.J.",0.211,0.256,0.044,0.178,NA,0.311,NA,NA,NA,NA,NA,NA,NA
"MGMT 295A - NATHANSON, D.A.",0.392,0.392,NA,0.039,NA,0.176,NA,NA,NA,NA,NA,NA,NA
"MGMT 295D - LABRAN, R.E.",0.3,0.35,NA,0.05,NA,0.3,NA,NA,NA,NA,NA,NA,NA
"MGMT 295D - SCHEINROCK, J.I.",0.203,0.407,0.017,0.085,NA,0.288,NA,NA,NA,NA,NA,NA,NA
"MGMT 297B - SAKAKIBARA, M.",0.306,0.163,0.02,0.061,NA,0.449,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - ALDERTON, D.J.",0.476,0.19,0.095,NA,NA,0.238,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - CHEN, M.K.",0.333,0.333,NA,0.111,NA,0.222,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - HOLMES, C.M.",0.532,0.223,0.043,0.043,0.074,0.085,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - LIEBERMAN, M.B.",0.259,0.148,0.148,0.185,NA,0.259,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - LOH, K.C.",0.182,0.364,0.182,NA,NA,0.273,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - SLOAN, H.E.",0.317,0.233,NA,0.117,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - SMALLEY, M.K.",0.25,0.156,0.094,0.125,NA,0.375,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - VAN DELOO, L.D.",0.318,0.364,NA,0.114,NA,0.205,NA,NA,NA,NA,NA,NA,NA
"MGMT 298D - WALSKE, J.M.",0.24,0.24,NA,0.24,0.08,0.2,NA,NA,NA,NA,NA,NA,NA
"MGMT 298E - CORNELL, B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 298E - FREIXES, G.",0.458,0.25,0.083,0.167,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"MGMT 298E - GABRIEL, S.A.",0.8,NA,NA,NA,0.05,0.15,NA,NA,NA,NA,NA,NA,NA
"MGMT 298E - GROSS, A.D.",0.042,0.75,0.083,NA,NA,0.125,NA,NA,NA,NA,NA,NA,NA
"MGMT 298E - KRAMER, T.D.",0.154,0.462,0.077,NA,NA,0.308,NA,NA,NA,NA,NA,NA,NA
"MGMT 298E - YU, J.",0.25,0.25,0.083,0.083,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMT 406 - DIPPEL, C.",0.229,0.333,0.083,0.167,NA,0.188,NA,NA,NA,NA,NA,NA,NA
"MGMT 407 - AHMADI, R.H.",0.414,0.207,0.052,0.086,0.155,0.086,NA,NA,NA,NA,NA,NA,NA
"MGMT 430 - BERNARDO, A.E.",0.407,0.5,NA,NA,NA,0.093,NA,NA,NA,NA,NA,NA,NA
"MGMT 430 - GARMAISE, M.J.",0.193,0.316,NA,NA,NA,0.491,NA,NA,NA,NA,NA,NA,NA
"MGMT 458B - NICKELSBURG, G.",0.263,0.368,0.132,0.158,NA,0.079,NA,NA,NA,NA,NA,NA,NA
"MGMT 458B - WACZIARG, R.T.",0.359,0.128,0.103,NA,NA,0.41,NA,NA,NA,NA,NA,NA,NA
"MGMT 489 - ALDERTON, D.J.",0.096,0.346,0.077,0.115,NA,0.365,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 403 - FRIEDMAN, H.L.",0.338,0.231,NA,0.292,NA,0.138,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 405 - EDWARDS, S.",0.489,0.259,NA,0.037,0.015,0.193,0.007,NA,NA,NA,NA,NA,NA
"MGMTEX 410 - DEHORATIUS, N.",0.189,0.25,0.015,0.189,0.098,0.25,NA,NA,0.008,NA,NA,NA,NA
"MGMTEX 439 - GUERIN, J.",0.21,0.274,NA,NA,NA,0.516,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 439 - NICKELSBURG, G.",0.344,0.281,0.094,0.094,NA,0.188,NA,NA,NA,NA,NA,NA,NA
"MGMTEX 439 - TERECH, A.",0.216,0.255,0.059,NA,NA,0.471,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 403 - FRIEDMAN, H.L.",0.409,0.167,0.076,0.182,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 403 - KIM, J.",0.515,0.158,0.194,0.015,NA,0.117,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 405 - FELDMANN, S.",0.096,0.257,0.088,0.235,0.096,0.228,NA,NA,NA,NA,NA,NA,NA
"MGMTFE 405 - VOIGTLAENDER, N.",0.267,0.17,0.096,0.119,0.015,0.333,NA,NA,NA,NA,NA,NA,NA
"MGMTFT 408 - WESSELS, D.W.",0.208,0.264,0.041,0.183,0.071,0.234,NA,NA,NA,NA,NA,NA,NA
"MGMTFT 410 - CORBETT, C.J.",0.348,0.156,0.074,0.156,0.03,0.207,NA,NA,0.03,NA,NA,NA,NA
"MGMTFT 410 - KABIRIAN, A.",0.266,0.367,0.043,0.159,0.01,0.126,0.014,0.005,0.01,NA,NA,NA,NA
"MGMTFT 411 - HERSHFIELD, H.E.",0.236,0.276,0.065,0.114,0.057,0.22,NA,NA,0.033,NA,NA,NA,NA
