"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"LING M7 - BAHTINA, D.",0.12,0.04,0.68,0.04,0.04,0.08,NA,NA,NA,NA,NA,NA,NA
"M E STD 177 - LORENZ, B.",0.522,0.043,0.13,NA,0.043,0.217,NA,NA,NA,NA,NA,NA,0.043
"M E STD M178 - BAKHOS, C.A.",0.143,0.214,NA,0.143,0.214,0.286,NA,NA,NA,NA,NA,NA,NA
"M E STD M50A - BURKE, A.A.",0.396,0.083,0.354,0.062,NA,0.021,0.042,0.021,NA,NA,NA,NA,0.021
"M E STD M50CW - YARBROUGH, L.B.",0.333,0.111,0.111,0.074,0.093,0.13,0.056,0.019,0.037,NA,NA,0.019,0.019
"M PHARM 237 - CHOW, S.A.",0.231,0.385,NA,0.077,0.077,0.231,NA,NA,NA,NA,NA,NA,NA
"M PHARM 251 - WU, T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 10 - KODAMBAKA, S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 104 - HUANG, Y.",0.156,0.219,0.031,0.125,NA,0.219,0.094,NA,0.125,NA,NA,NA,0.031
"MAT SCI 104 - POZUELO, M.",0.143,0.122,0.02,0.265,0.122,0.143,0.102,0.041,0.02,NA,NA,0.02,NA
"MAT SCI 110 - KINDLUND, H.",0.29,0.226,0.048,0.145,0.032,0.194,0.032,0.016,NA,0.016,NA,NA,NA
"MAT SCI 110L - GOORSKY, M.S.",0.429,0.086,NA,0.2,NA,0.114,0.029,0.029,0.029,0.029,NA,NA,0.057
"MAT SCI 110L - KINDLUND, H.",0.75,0.15,NA,0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 130 - BALONIS, M.",0.122,0.22,0.049,0.195,0.024,0.171,0.049,NA,0.098,0.024,NA,0.024,0.024
"MAT SCI 160 - BESCHER, E.P.",0.161,0.161,NA,0.194,0.097,0.161,0.065,NA,0.129,0.032,NA,NA,NA
"MAT SCI 200 - FREIMAN, G.",0.629,0.143,0.114,0.029,NA,0.086,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 202 - HE, X.",0.458,0.333,0.208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 243C - MARIAN, J.",0.278,0.278,NA,0.167,0.056,0.167,NA,0.056,NA,NA,NA,NA,NA
"MAT SCI 252 - PEI, Q.",0.625,0.188,0.125,NA,0.062,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI M105 - FREIMAN, G.",0.333,0.056,0.5,0.056,NA,0.056,NA,NA,NA,NA,NA,NA,NA
"MAT SCI M297C - YANG, J.",0.176,0.176,NA,0.118,NA,0.529,NA,NA,NA,NA,NA,NA,NA
"MATH 1 - RONCHETTI, N.",0.144,0.135,NA,0.126,0.081,0.126,0.234,0.063,0.054,NA,NA,NA,0.036
"MATH 101 - SARKAR, S.",0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 105A - DALLAS, H.J.",0.2,0.067,0.067,0.067,0.267,0.067,0.2,NA,0.067,NA,NA,NA,NA
"MATH 110A - GONG, S.",0.135,0.054,0.216,0.081,0.162,0.162,0.054,0.054,0.081,NA,NA,NA,NA
"MATH 110AH - ELMAN, R.S.",0.595,0.108,0.027,0.108,0.054,0.081,NA,0.027,NA,NA,NA,NA,NA
"MATH 110AH - KHARE, C.",0.148,0.037,0.111,0.148,0.074,0.111,0.074,0.111,NA,NA,0.111,NA,0.074
"MATH 115A - ARANT, T.J.",0.105,0.158,0.026,0.132,0.026,0.026,0.211,0.105,0.079,0.026,0.026,0.026,0.053
"MATH 115A - BALMER, P.",0.125,0.125,0.018,0.143,0.089,0.143,0.089,0.107,0.089,NA,0.018,0.036,0.018
"MATH 115A - GONZALEZ, N.",0.152,0.121,NA,0.152,0.061,0.091,0.121,0.121,0.061,0.03,0.03,0.03,0.03
"MATH 115A - HEMPEL, N.",0.056,0.139,0.111,0.028,0.139,0.167,0.083,NA,0.111,0.028,NA,0.028,0.111
"MATH 115A - HUANG, L.",0.29,0.065,0.032,0.194,0.065,0.161,0.032,0.065,0.097,NA,NA,NA,NA
"MATH 115A - MARENGON, M.",0.194,0.028,NA,0.056,0.028,0.25,0.111,0.028,0.194,0.083,NA,NA,0.028
"MATH 115A - WHITE, N.A.",0.231,0.077,0.026,0.179,0.077,0.128,0.128,0.051,0.103,NA,NA,NA,NA
"MATH 115AH - GIESEKER, D.",0.394,0.121,0.03,0.121,0.121,0.152,0.03,0.03,NA,NA,NA,NA,NA
"MATH 115AH - GREENE, R.E.",0.526,NA,0.158,0.316,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 120A - WILLIS, M.S.",0.303,0.061,0.03,0.091,0.091,0.121,0.152,0.061,0.03,0.061,NA,NA,NA
"MATH 131A - BISKUP, M.",0.167,NA,NA,0.167,NA,0.25,0.083,0.083,NA,NA,NA,NA,0.25
"MATH 131A - BROWN, R.F.",0.053,0.184,0.053,0.079,0.105,0.132,0.053,0.026,0.237,NA,NA,0.026,0.053
"MATH 131A - GEHRET, A.R.",0.231,0.154,NA,0.154,0.192,0.077,0.077,0.038,0.038,0.038,NA,NA,NA
"MATH 131A - LIU, G.",0.367,NA,NA,0.167,0.167,NA,0.133,0.067,NA,NA,NA,NA,0.1
"MATH 131A - MADRID PADILLA, J.",0.154,0.077,0.077,0.205,0.051,0.077,0.103,0.103,0.103,NA,NA,NA,0.051
"MATH 131A - MARKS, A.S.",0.162,0.108,0.054,0.135,0.027,0.135,0.081,0.054,0.135,NA,NA,NA,0.108
"MATH 131AH - BOEDIHARDJO, M.T.",0.364,0.045,NA,NA,0.091,0.136,0.182,NA,0.045,NA,NA,NA,0.136
"MATH 131AH - VISAN, M.",0.345,NA,0.103,0.207,0.172,NA,0.069,0.034,0.034,NA,NA,NA,0.034
"MATH 131B - CHIARINI, A.",0.188,0.156,NA,0.156,0.094,NA,0.062,0.031,0.094,0.094,NA,0.031,0.094
"MATH 131B - SPAAS, P.",0.088,0.088,NA,0.088,0.176,0.088,0.059,0.118,0.088,0.059,0.147,NA,NA
"MATH 132 - LIU, G.",0.276,0.069,0.034,0.138,0.172,NA,0.034,0.069,0.069,0.034,NA,NA,0.103
"MATH 132 - SALAZAR, R.",0.122,0.122,0.024,0.22,0.22,0.098,0.098,0.073,NA,NA,NA,NA,0.024
"MATH 134 - WINK, M.",0.243,0.029,0.029,0.243,0.029,0.1,0.143,0.057,0.086,NA,NA,NA,0.043
"MATH 135 - MOU, C.",0.157,0.143,0.057,0.3,0.071,0.157,0.071,NA,0.043,NA,NA,NA,NA
"MATH 135 - ZINN-BJORKMAN, L.",0.171,0.195,0.073,0.171,0.073,0.073,NA,0.073,0.024,0.024,0.049,NA,0.073
"MATH 142 - ZINN-BJORKMAN, L.",0.211,0.158,0.053,0.079,0.079,0.079,0.079,0.026,0.079,0.053,0.026,0.026,0.053
"MATH 142 - ZINN-BROOKS, H.A.",0.256,0.116,0.023,0.209,0.116,0.163,0.023,NA,0.023,NA,0.023,0.023,0.023
"MATH 151A - JAMNESHAN, A.",0.125,0.156,NA,0.125,0.125,0.219,NA,0.125,0.062,NA,NA,NA,0.062
"MATH 151A - MCKENZIE, D.",0.432,0.108,0.081,0.054,0.054,0.054,0.054,NA,0.081,NA,NA,0.054,0.027
"MATH 151A - TONG, J.",0.154,0.205,NA,0.179,0.026,0.154,NA,0.051,0.179,NA,NA,NA,0.051
"MATH 151A - WU FUNG, S.M.",0.139,0.278,0.028,0.25,0.083,0.167,0.028,0.028,NA,NA,NA,NA,NA
"MATH 151B - LI, W.",0.372,0.023,0.349,0.07,0.023,0.047,0.023,NA,NA,0.07,NA,0.023,NA
"MATH 156 - HADDOCK, J.",0.345,0.207,0.034,0.069,0.034,NA,0.138,NA,0.034,0.034,NA,0.034,0.069
"MATH 164 - LI, W.",0.053,0.026,0.184,0.158,0.263,0.237,0.026,NA,0.026,0.026,NA,NA,NA
"MATH 164 - SALANEVICH, P.",0.092,0.185,0.154,0.123,0.108,0.031,0.031,0.062,0.185,NA,NA,NA,0.031
"MATH 170A - CHIARINI, A.",0.167,0.056,0.056,0.111,NA,0.222,0.111,NA,0.111,0.056,NA,0.056,0.056
"MATH 170B - ARANT, T.J.",0.143,0.143,0.036,0.214,NA,0.036,0.107,0.071,0.036,0.143,0.071,NA,NA
"MATH 170B - HARROP-GRIFFITHS,",0.143,0.179,0.071,0.071,0.036,0.179,0.107,0.036,0.107,NA,0.036,NA,0.036
"MATH 170E - CHAN, S.",0.096,0.082,0.068,0.137,0.055,0.096,0.11,0.151,0.123,0.014,NA,0.041,0.027
"MATH 170E - NGUYEN, H.D.",0.167,0.028,0.028,0.194,0.083,0.028,0.222,0.028,0.056,0.111,NA,NA,0.056
"MATH 171 - NGUYEN, H.D.",0.156,0.094,0.031,0.031,0.031,0.125,0.219,0.062,0.062,0.062,0.062,0.031,0.031
"MATH 174E - KAUSHANSKY, V.",0.156,0.188,0.031,0.188,0.125,0.219,NA,NA,0.062,0.031,NA,NA,NA
"MATH 174E - TAYLOR, D.W.",0.28,0.2,NA,0.2,0.12,0.08,NA,NA,0.12,NA,NA,NA,NA
"MATH 177 - OZEL, E.",0.271,0.062,NA,0.188,0.083,0.229,0.062,0.062,NA,0.021,NA,NA,0.021
"MATH 178A - KAUSHANSKY, V.",0.333,0.125,NA,0.083,0.125,0.167,0.042,0.042,0.042,0.042,NA,NA,NA
"MATH 178A - OZEL, E.",0.293,0.195,0.024,0.122,0.098,0.171,0.049,0.049,NA,NA,NA,NA,NA
"MATH 180 - MORENO, A.J.",0.286,0.107,0.071,0.25,NA,0.143,0.036,0.036,0.036,0.036,NA,NA,NA
"MATH 182 - GONG, S.",0.265,0.088,0.147,0.118,0.147,0.059,0.088,NA,0.059,0.029,NA,NA,NA
"MATH 191 - HLUSHCHANKA, M.",0.077,NA,0.385,0.231,0.077,NA,NA,0.077,0.077,NA,NA,NA,0.077
"MATH 206A - PAK, I.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 210A - MERKURJEV, A.S.",0.522,NA,0.087,0.261,0.043,NA,0.087,NA,NA,NA,NA,NA,NA
"MATH 220A - ASCHENBRENNER, M.J",0.133,NA,0.467,0.267,0.067,0.067,NA,NA,NA,NA,NA,NA,NA
"MATH 223M - CHERNIKOV, A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 225A - HONDA, K.",0.696,0.043,0.261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 229A - ROUQUIER, R.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 245A - GANGBO, W.D.",0.368,0.211,0.158,0.053,0.053,0.105,NA,NA,0.053,NA,NA,NA,NA
"MATH 246A - KILLIP, R.B.",0.357,0.357,NA,0.071,NA,0.214,NA,NA,NA,NA,NA,NA,NA
"MATH 251A - KIM, C.",0.9,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA
"MATH 254A - TAO, T.C.",0.727,0.091,0.091,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"MATH 255A - AUSTIN, T.D.",0.412,0.294,NA,0.118,NA,0.176,NA,NA,NA,NA,NA,NA,NA
"MATH 266A - PORTER, M.A.",0.333,0.067,0.067,0.2,0.133,0.2,NA,NA,NA,NA,NA,NA,NA
"MATH 269A - ANDERSON, C.R.",0.714,0.143,NA,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"MATH 270A - TERAN, J.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 273A - JACOBS, M.A.",0.333,0.667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 275A - MENZ, G.",0.214,0.143,0.071,0.071,0.286,0.214,NA,NA,NA,NA,NA,NA,NA
"MATH 285J - MONTUFAR CUARTAS,",NA,0.1,0.8,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"MATH 31A - FAN, H.",0.344,0.176,0.072,0.072,0.08,0.088,0.04,0.016,0.024,0.04,0.008,0.024,0.016
"MATH 31A - GREENFELD, R.",0.108,0.162,0.031,0.185,0.138,0.177,0.031,0.023,0.069,NA,0.031,0.015,0.031
"MATH 31A - HSU, C.",0.182,0.107,0.033,0.14,0.05,0.107,0.066,0.091,0.116,0.025,0.017,0.025,0.041
"MATH 31A - NURBEKYAN, L.",0.201,0.103,0.015,0.129,0.062,0.108,0.067,0.072,0.134,0.021,0.026,0.01,0.052
"MATH 31AL - CONLEY, W.J.",0.265,0.103,0.017,0.171,NA,0.06,0.179,0.06,0.068,0.051,NA,NA,0.026
"MATH 31AL - GREENE, M.P.",0.346,0.103,0.084,0.093,0.056,0.037,0.047,0.047,0.084,NA,NA,NA,0.103
"MATH 31B - BRIZOLIS, D.",0.174,0.065,NA,0.123,0.084,0.077,0.065,0.097,0.09,0.077,0.039,0.039,0.071
"MATH 31B - MARENGON, M.",0.211,0.086,0.039,0.117,0.039,0.117,0.133,0.031,0.164,0.016,NA,0.008,0.039
"MATH 31B - MORENO, A.J.",0.296,0.071,0.02,0.179,0.031,0.087,0.112,0.066,0.046,0.041,0.02,0.026,0.005
"MATH 31B - ROONEY, J.H.",0.198,0.099,0.005,0.165,0.082,0.099,0.17,0.055,0.038,0.027,0.016,0.016,0.027
"MATH 32A - CHAYES, L.",0.253,0.147,NA,0.074,0.105,0.137,0.021,0.105,0.074,0.021,NA,0.042,0.021
"MATH 32A - MCKENZIE, D.",0.405,0.152,0.081,0.067,0.038,0.143,0.019,0.01,0.014,0.01,0.014,0.014,0.033
"MATH 32A - SPAAS, P.",0.178,0.159,0.005,0.207,0.087,0.091,0.139,0.034,0.072,0.005,0.005,0.014,0.005
"MATH 32A - VENKATESH, S.N.",0.164,0.181,0.01,0.141,0.129,0.171,0.03,0.042,0.067,0.025,0.005,0.027,0.007
"MATH 32AH - RADKO, O.V.",0.211,0.105,0.105,0.158,0.158,0.105,0.105,0.053,NA,NA,NA,NA,NA
"MATH 32B - MAY, C.",0.124,0.109,0.047,0.116,0.093,0.054,0.07,0.062,0.054,0.093,0.008,0.031,0.14
"MATH 32B - WHITE, N.A.",0.183,0.114,0.03,0.149,0.069,0.094,0.144,0.045,0.124,0.015,NA,0.015,0.02
"MATH 33A - FILIPAZZI, S.",0.324,0.114,0.048,0.133,0.048,0.105,0.038,0.038,0.086,0.029,NA,0.029,0.01
"MATH 33A - HUANG, L.",0.266,0.038,0.019,0.184,0.215,0.044,0.057,0.044,0.095,0.013,0.006,0.006,0.013
"MATH 33A - OTTER, N.",0.263,0.156,0.084,0.128,0.061,0.067,0.045,0.05,0.045,0.017,0.039,0.028,0.017
"MATH 33A - RONCHETTI, N.",0.136,0.091,0.027,0.182,0.109,0.091,0.191,0.045,0.082,0.036,NA,NA,0.009
"MATH 33B - ELAMVAZHUTHI, K.",0.226,0.156,0.042,0.123,0.132,0.09,0.042,0.052,0.061,0.009,0.019,0.024,0.024
"MATH 33B - FAN, H.",0.423,0.128,0.031,0.061,0.133,0.112,0.031,0.02,0.026,0.005,NA,0.026,0.005
"MATH 33B - RADKO, O.V.",0.579,0.026,NA,0.237,NA,NA,0.105,NA,0.026,NA,NA,0.026,NA
"MATH 3A - ROPER, M.L.",0.172,0.097,0.097,0.215,0.043,0.075,0.108,0.032,0.032,0.065,NA,0.011,0.054
"MATH 3B - GREENE, M.P.",0.424,0.03,0.318,0.091,0.015,0.015,0.03,NA,0.015,0.03,0.015,NA,0.015
"MATH 3C - BOEDIHARDJO, M.T.",0.343,0.01,0.02,0.141,0.01,0.253,0.091,0.03,0.04,0.03,NA,0.01,0.02
"MATH 61 - MANNING, J.A.",0.188,0.089,0.02,0.193,0.089,0.139,0.084,0.035,0.119,0.005,0.01,0.02,0.01
"MATH 61 - RUBIN, J.L.",0.223,0.104,0.021,0.14,0.073,0.145,0.062,0.057,0.078,0.026,0.01,0.021,0.041
"MATH M32T - CONLEY, W.J.",0.25,0.25,NA,0.167,0.167,0.167,NA,NA,NA,NA,NA,NA,NA
"MC&IP 252 - WANG, Y.",0.267,0.067,0.333,0.267,0.067,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 104AL - LEE, P.",0.541,0.216,NA,0.054,0.027,0.108,NA,NA,NA,0.027,NA,0.027,NA
"MCD BIO 138 - LYONS, K.M.",0.263,0.211,0.026,0.164,0.059,0.184,NA,0.007,0.039,0.013,0.007,NA,0.026
"MCD BIO 144 - PRUNET, N.",0.131,0.131,0.06,0.179,0.131,0.167,0.048,0.036,0.036,NA,NA,0.024,0.06
"MCD BIO 146 - GOLDSTEIN, A.",0.388,0.214,0.235,0.051,0.031,0.071,NA,NA,NA,0.01,NA,NA,NA
"MCD BIO 165A - KOCHEGAROV, A.A.",0.274,0.014,0.13,0.253,0.007,0.123,0.068,0.062,0.068,NA,NA,NA,NA
"MCD BIO 180A - NIKOLOV, L.A.",0.2,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - GOLDBERG, R.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 50 - LEE, P.",0.487,0.217,0.009,0.078,0.061,0.078,0.009,NA,0.035,0.009,0.009,NA,0.009
"MCD BIO 60 - GALLAGHER, K.J.",0.301,0.257,NA,0.168,0.018,0.195,0.018,0.009,0.035,NA,NA,NA,NA
"MCD BIO 90 - HOOSHMAND, M.J.",0.229,0.257,NA,0.086,0.057,0.2,0.057,NA,0.086,0.029,NA,NA,NA
"MCD BIO M175A - CHANDLER, S.H.",0.067,NA,NA,0.2,0.133,0.133,0.267,0.067,0.133,NA,NA,NA,NA
"MECH&AE 101 - GUPTA, V.",0.476,0.226,0.226,NA,0.016,0.048,NA,NA,NA,0.008,NA,NA,NA
"MECH&AE 102 - SANTOS, V.",0.238,0.095,0.111,0.175,0.016,0.111,0.079,0.063,0.095,NA,NA,0.016,NA
"MECH&AE 103 - ELDREDGE, J.D.",0.216,0.176,0.029,0.157,0.098,0.206,0.039,NA,0.078,NA,NA,NA,NA
"MECH&AE 105A - MARNER, W.J.",0.165,0.103,0.052,0.206,0.031,0.072,0.103,0.031,0.103,0.072,NA,0.041,0.021
"MECH&AE 105D - AMAR, R.C.",0.108,0.269,NA,0.14,0.14,0.14,0.054,NA,0.151,NA,NA,NA,NA
"MECH&AE 107 - TSAO, T.",0.186,0.186,0.017,0.136,0.068,0.153,0.136,NA,0.085,NA,0.017,NA,0.017
"MECH&AE 131A - PILON, L.G.",0.132,0.132,0.057,0.113,0.132,0.151,0.113,0.038,0.038,NA,0.019,0.038,0.038
"MECH&AE 150A - TAIRA, K.",0.204,0.02,0.061,0.327,0.082,0.143,0.061,0.02,0.061,0.02,NA,NA,NA
"MECH&AE 154S - MITTAL, M.",0.316,0.079,0.263,0.184,0.053,0.079,0.026,NA,NA,NA,NA,NA,NA
"MECH&AE 156A - NORDENDALE, N.",0.328,0.19,0.069,0.155,0.069,0.121,0.034,0.034,NA,NA,NA,NA,NA
"MECH&AE 157 - DHIR, V.K.",0.368,0.421,NA,NA,NA,0.211,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - JU, S.",0.389,0.167,0.056,NA,NA,0.389,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - MATTHES, C.",0.333,0.133,NA,0.267,NA,0.267,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 161A - DAVOYAN, A.R.",0.357,0.114,0.029,0.129,0.043,0.057,0.029,0.057,0.071,0.029,0.014,0.043,0.029
"MECH&AE 162A - MAJLESSI, A.",0.214,0.171,0.014,0.186,0.057,0.143,0.071,0.043,0.071,0.014,NA,NA,0.014
"MECH&AE 166A - SEPULVEDA, A.E.",0.319,0.203,0.029,0.174,0.058,0.159,0.029,NA,0.014,NA,NA,NA,0.014
"MECH&AE 166C - CARMAN, G.P.",0.529,0.118,0.118,0.059,NA,0.176,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 169A - CHANG, S.",0.222,0.278,0.222,0.056,NA,0.222,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 171A - IWASAKI, T.",0.083,0.153,0.069,0.167,0.111,0.208,0.097,0.028,0.083,NA,NA,NA,NA
"MECH&AE 174 - MOSLEH, A.",0.306,0.083,0.167,0.111,0.111,0.194,0.028,NA,NA,NA,NA,NA,NA
"MECH&AE 182C - EDOH, A.K.",0.067,0.267,0.267,0.067,0.067,NA,NA,0.267,NA,NA,NA,NA,NA
"MECH&AE 183A - LI, X.",0.239,0.109,0.087,0.152,0.087,0.304,NA,NA,0.022,NA,NA,NA,NA
"MECH&AE 231A - AYYASWAMY, P.S.",0.176,0.118,0.176,0.059,0.176,0.294,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250C - ZHONG, X.",0.435,0.217,0.043,0.13,0.087,0.087,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250M - KAVEHPOUR, H.P.",0.826,NA,0.174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 263A - HONG, D.W.",0.353,0.059,0.559,NA,NA,0.029,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 281 - KIM, C.",0.261,0.435,0.087,0.087,NA,0.13,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 296B - GHONIEM, N.M.",0.385,0.231,0.077,0.154,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 82 - MARTIN, R.",0.183,0.154,0.125,0.135,0.096,0.144,0.048,NA,0.077,0.019,NA,NA,0.019
"MECH&AE 94 - GAO, E.X.",0.753,0.082,0.082,0.014,0.014,NA,0.014,0.014,0.027,NA,NA,NA,NA
"MECH&AE C137 - GADH, R.",0.118,0.235,0.059,0.176,NA,0.294,NA,NA,0.059,0.059,NA,NA,NA
"MECH&AE C150P - SPEARRIN, R.M.",0.189,0.351,0.135,0.081,0.108,0.081,0.054,NA,NA,NA,NA,NA,NA
"MECH&AE C231G - FISHER, T.S.",0.417,0.167,0.083,0.167,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C237 - GADH, R.",0.333,0.133,0.1,0.033,0.167,0.233,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C250P - SPEARRIN, R.M.",0.259,0.296,NA,0.111,0.037,0.296,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C271A - FERNANDEZ, J.H.",0.35,0.35,0.15,NA,NA,0.1,0.05,NA,NA,NA,NA,NA,NA
"MECH&AE C297A - LI, X.",0.229,0.171,NA,0.171,0.057,0.371,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M183B - CHIOU, P.",0.297,0.216,0.027,0.189,0.108,0.108,0.054,NA,NA,NA,NA,NA,NA
"MECH&AE M20 - KHALID JAWED, M.",0.608,0.069,0.147,0.069,0.02,0.059,NA,NA,NA,NA,0.01,NA,0.02
"MECH&AE M256A - MAL, A.K.",0.225,0.175,0.125,0.225,0.05,0.15,0.05,NA,NA,NA,NA,NA,NA
"MECH&AE M270A - M'CLOSKEY, R.T.",0.085,0.362,NA,0.319,NA,0.234,NA,NA,NA,NA,NA,NA,NA
"MED M160A - ESDIN, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MED M160B - ESDIN, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 108 - BOSS, M.S.",0.15,0.133,0.067,0.133,0.067,0.2,0.083,NA,0.1,NA,NA,NA,0.067
"MGMT 108 - GUERIN, J.",0.145,0.169,0.012,0.133,0.12,0.229,0.072,0.036,0.084,NA,NA,NA,NA
"MGMT 120A - ABOODY, D.",0.605,0.101,NA,0.118,0.034,0.126,0.008,NA,NA,NA,NA,NA,0.008
"MGMT 120B - LU, M.",0.125,0.125,0.125,0.167,0.125,0.167,0.042,0.042,0.042,NA,NA,0.042,NA
"MGMT 120B - WOO, E.A.",0.167,0.111,0.028,0.361,0.028,0.194,0.056,NA,0.056,NA,NA,NA,NA
"MGMT 121 - WILLIAMS, M.G.",0.539,0.236,0.056,0.045,0.034,0.079,NA,NA,0.011,NA,NA,NA,NA
"MGMT 122 - KUMAR, N.T.",0.086,0.193,0.029,0.207,0.079,0.086,0.107,0.071,0.05,0.043,NA,NA,0.05
"MGMT 123 - GARDNER TRELOAR, J",0.255,0.149,NA,0.106,0.17,0.106,0.085,0.106,0.021,NA,NA,NA,NA
"MGMT 124 - WILLIAMS, M.G.",0.316,0.211,0.053,0.211,NA,0.158,0.053,NA,NA,NA,NA,NA,NA
"MGMT 126 - WILLIAMS, M.G.",0.135,0.115,NA,0.327,0.173,0.212,0.019,NA,0.019,NA,NA,NA,NA
"MGMT 127A - KLEIN, G.L.",0.286,0.114,0.057,0.086,0.029,0.143,0.057,0.057,0.029,0.086,NA,0.029,0.029
"MGMT 127B - KLEIN, G.L.",0.31,0.172,0.103,0.103,NA,0.172,NA,0.069,0.034,NA,NA,NA,0.034
"MGMT 142A - RAVETCH, D.S.",0.606,0.273,NA,0.03,NA,0.03,0.061,NA,NA,NA,NA,NA,NA
"MGMT 160 - WILSON, N.M.",0.212,0.188,0.038,0.138,0.075,0.175,0.038,0.025,0.075,0.025,0.013,NA,NA
"MGMT 161 - WEINHAUS, E.A.",0.29,0.194,0.129,0.194,NA,0.194,NA,NA,NA,NA,NA,NA,NA
"MGMT 163 - ROSTAMIAN, F.D.",0.237,0.237,0.053,0.053,0.026,0.395,NA,NA,NA,NA,NA,NA,NA
"MGMT 164 - BORMAN, C.J.",0.205,0.227,NA,0.091,0.023,0.318,0.045,NA,0.091,NA,NA,NA,NA
"MGMT 168 - RAVETCH, D.S.",0.622,0.135,NA,0.027,0.027,0.162,NA,NA,0.027,NA,NA,NA,NA
"MGMT 180 - KARLAN, M.S.",0.187,0.261,0.007,0.164,0.119,0.187,0.03,0.007,0.037,NA,NA,NA,NA
"MGMT 1A - GARDNER TRELOAR, J",0.135,0.099,NA,0.126,0.126,0.108,0.139,0.045,0.103,0.013,0.009,0.013,0.085
"MGMT 1B - RAVETCH, D.S.",0.067,0.124,NA,0.133,NA,0.162,0.21,NA,0.19,0.057,NA,NA,0.057
"MGMT 220 - SUSSMAN, E.H.",0.231,0.346,NA,0.077,NA,0.346,NA,NA,NA,NA,NA,NA,NA
"MGMT 224 - GUERIN, J.",0.241,0.38,0.013,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA
"MGMT 228 - CASKEY, J.A.",0.229,0.2,0.086,0.114,0.143,0.229,NA,NA,NA,NA,NA,NA,NA
"MGMT 231E - COCKRUM, W.M.",0.26,NA,0.22,0.42,0.02,0.08,NA,NA,NA,NA,NA,NA,NA
"MGMT 250D - FIRSTENBERG, I.",0.358,0.179,0.032,0.042,NA,0.389,NA,NA,NA,NA,NA,NA,NA
"MGMT 260A - ZEITHAMMER, R.",0.5,0.05,NA,NA,NA,0.45,NA,NA,NA,NA,NA,NA,NA
"MGMT 266A - TERECH, A.",0.178,0.333,0.033,0.022,NA,0.422,NA,NA,0.011,NA,NA,NA,NA
"MGMT 266B - MOONS, W.G.",0.429,0.5,NA,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"MGMT 275 - MONTGOMERY, M.J.",0.18,0.18,0.1,0.28,0.08,0.18,NA,NA,NA,NA,NA,NA,NA
"MGMT 278A - HABIBI, P.B.",0.48,0.067,NA,0.267,NA,0.173,0.013,NA,NA,NA,NA,NA,NA
"MGMT 279C - GABRIEL, S.A.",0.703,0.203,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA
