"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"MATH 131B - HOFF, D.J. LEC 2",NA,0.341,0.024,0.073,0.244,0.049,0.146,0.073,0.049,NA,NA,NA,NA
"MATH 131BH - GREENFELD, R.",0.111,0.111,0.278,0.111,0.222,0.111,NA,0.056,NA,NA,NA,NA,NA
"MATH 132 - LIU, G.",NA,0.421,0.132,NA,0.289,NA,NA,0.053,0.079,NA,NA,NA,0.026
"MATH 132 - LIU, G. LEC 2",NA,0.522,NA,0.174,0.217,NA,NA,0.043,NA,NA,NA,NA,NA
"MATH 132H - HLUSHCHANKA, M.",0.2,0.05,0.1,0.25,0.1,0.2,NA,0.1,NA,NA,NA,NA,NA
"MATH 134 - ERIKSSON-BIQUE, S.",0.032,0.29,0.097,0.129,0.129,0.129,0.097,0.032,0.032,NA,NA,NA,0.032
"MATH 134 - SALANEVICH, P.",0.091,0.273,0.136,0.182,0.091,0.045,NA,0.045,0.091,NA,0.045,NA,NA
"MATH 134 - WINK, M.",0.027,0.432,NA,0.108,0.081,0.027,0.162,0.081,0.054,NA,NA,NA,NA
"MATH 135 - ZINN-BROOKS, L.",0.098,0.22,0.244,0.122,0.098,NA,0.024,0.049,0.073,NA,0.049,0.024,NA
"MATH 135 - ZINN-BROOKS, L. LEC 2",0.219,0.25,0.188,0.062,0.094,0.094,NA,NA,0.031,0.031,NA,NA,NA
"MATH 142 - ARANT, T.J.",NA,0.167,0.139,0.056,0.167,0.139,0.028,0.111,0.056,0.056,0.028,NA,0.056
"MATH 142 - ARANT, T.J. LEC 2",0.086,0.286,0.057,0.029,0.057,0.2,0.143,0.057,0.029,NA,0.057,NA,NA
"MATH 146 - ELAMVAZHUTHI, K.",0.16,0.2,0.2,NA,0.08,0.04,0.08,0.04,NA,0.04,NA,NA,0.16
"MATH 151A - JAMNESHAN, A.",0.027,0.162,0.405,0.216,0.135,0.054,NA,NA,NA,NA,NA,NA,NA
"MATH 151A - TONG, J.",0.03,0.242,0.333,0.03,0.121,0.061,0.121,0.03,NA,NA,NA,NA,NA
"MATH 151A - TONG, J. LEC 2",NA,0.275,0.2,0.25,0.05,0.1,0.05,0.05,NA,NA,NA,0.025,NA
"MATH 151B - DEUTSCH, S.",0.056,0.444,0.167,0.111,0.111,0.056,0.028,NA,NA,NA,0.028,NA,NA
"MATH 151B - DEUTSCH, S. LEC 3",0.105,0.368,0.132,0.263,0.105,NA,0.026,NA,NA,NA,NA,NA,NA
"MATH 151B - WU FUNG, S.M.",NA,0.474,0.263,NA,0.053,0.105,0.053,NA,NA,0.053,NA,NA,NA
"MATH 155 - LI, W.",0.357,0.214,0.071,0.143,0.071,0.036,NA,0.071,NA,NA,0.036,NA,NA
"MATH 156 - HADDOCK, J.",0.031,0.719,NA,0.062,0.094,NA,NA,NA,NA,0.031,NA,0.031,NA
"MATH 164 - LI, W.",NA,0.784,NA,NA,0.189,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 164 - SALAZAR, R.",NA,0.607,0.179,0.107,NA,0.036,NA,NA,NA,NA,0.071,NA,NA
"MATH 167 - SALANEVICH, P.",0.171,0.171,0.171,0.057,0.114,0.143,0.057,0.029,NA,NA,NA,0.029,0.029
"MATH 168 - OTTER, N.",0.087,0.13,0.174,0.043,0.087,0.087,0.087,0.087,0.087,0.043,0.043,NA,0.043
"MATH 170A - ISELI, A.U.",0.088,0.206,0.206,0.088,0.147,0.147,0.118,NA,NA,NA,NA,NA,NA
"MATH 170B - AUSTIN, T.D.",NA,0.333,NA,NA,0.083,0.083,NA,0.417,NA,NA,0.083,NA,NA
"MATH 170E - HARROP-GRIFFITHS,",NA,0.22,0.195,0.122,0.171,0.073,0.122,0.073,NA,NA,0.024,NA,NA
"MATH 170E - HARROP-GRIFFITHS, LEC 5",0.05,0.275,0.275,0.1,0.075,0.075,0.05,0.025,NA,NA,NA,NA,0.025
"MATH 170E - LEE, S.",0.088,0.353,0.059,0.088,0.206,0.029,0.029,0.088,NA,NA,0.029,NA,0.029
"MATH 170E - POGGI-CORRADINI, P",0.231,0.282,0.077,0.103,0.128,0.051,0.026,0.077,NA,0.026,NA,NA,NA
"MATH 170E - POGGI-CORRADINI, P LEC 3",0.265,0.235,0.265,0.088,0.029,0.029,NA,0.059,0.029,NA,NA,NA,NA
"MATH 170S - LYU, H.",0.049,0.439,0.244,0.122,0.146,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 170S - REBROVA, E.",0.04,0.36,0.2,0.08,0.2,0.12,NA,NA,NA,NA,NA,NA,NA
"MATH 170S - YIN, J.",0.079,0.368,0.105,0.211,0.079,0.105,NA,0.053,NA,NA,NA,NA,NA
"MATH 171 - LYU, H.",0.026,0.5,0.132,0.105,0.105,0.026,0.053,NA,NA,NA,NA,NA,NA
"MATH 174E - JAMNESHAN, A.",0.154,0.256,0.179,0.077,0.205,0.103,NA,NA,NA,NA,NA,NA,NA
"MATH 177 - BLASIUS, D.M.",0.24,0.2,0.16,0.16,NA,0.04,0.12,0.04,0.04,NA,NA,NA,NA
"MATH 178A - NGUYEN, H.D.",0.03,0.303,0.061,0.091,0.212,0.091,0.03,0.152,NA,NA,0.03,NA,NA
"MATH 178B - OZEL, E.",0.033,0.426,0.115,0.082,0.131,0.18,0.016,NA,0.016,NA,NA,NA,NA
"MATH 182 - JACOBS, M.A.",0.027,0.324,0.351,NA,0.135,0.054,0.054,NA,NA,NA,NA,NA,NA
"MATH 184 - CHAN, S.",0.133,0.133,0.267,0.133,0.133,0.133,0.067,NA,NA,NA,NA,NA,NA
"MATH 19 - HILL, M.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 19 - MARKS, A.S.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 192A - BLASIUS, D.M.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 206B - GALASHIN, P.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 210B - MERKURJEV, A.S.",0.118,0.588,NA,0.059,0.176,0.059,NA,NA,NA,NA,NA,NA,NA
"MATH 214A - TOTARO, B.",NA,0.895,0.053,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053
"MATH 220B - CHERNIKOV, A.",0.417,0.25,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 223D - MARKS, A.S.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 225B - HONDA, K.",0.167,0.667,0.083,NA,0.083,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 229B - WHITE, N.A.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 245B - BISKUP, M.",0.2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 246B - KILLIP, R.B.",NA,0.909,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 247A - VISAN, M.",NA,0.75,0.125,0.062,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"MATH 255B - KHITRIK, M.",0.053,0.947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 266B - ROPER, M.L.",0.083,0.833,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 269B - TERAN, J.M.",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 270B - NEEDELL, D.",NA,0.762,0.095,0.095,0.048,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 275B - MENZ, G.",0.2,0.6,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 280 - ANDERSON, C.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 285J - VESE, L.A.",0.545,0.273,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 31A - GREENE, M.P.",0.362,0.275,0.029,0.043,0.029,0.029,0.058,0.145,0.014,NA,NA,NA,NA
"MATH 31A - GREENFELD, R.",0.026,0.13,0.156,0.143,0.156,0.013,0.13,0.104,0.091,NA,NA,NA,0.026
"MATH 31AL - CONLEY, W.J.",NA,0.362,0.101,0.029,0.13,0.072,0.058,0.116,0.072,NA,0.029,NA,0.014
"MATH 31B - HSU, C.",0.02,0.507,0.158,0.089,0.108,0.039,0.034,0.025,0.01,NA,NA,NA,0.01
"MATH 31B - MADRID PADILLA, J.",0.034,0.153,0.144,0.161,0.093,0.136,0.102,0.085,0.059,NA,NA,NA,0.025
"MATH 31B - MARENGON, M.",0.01,0.245,0.148,0.102,0.128,0.066,0.061,0.163,0.02,NA,0.036,NA,0.015
"MATH 31B - POPA, S.",0.047,0.34,0.195,0.167,0.14,0.047,0.033,0.014,0.019,NA,NA,NA,NA
"MATH 32A - DE SANTIAGO, R.",NA,0.719,0.094,0.031,0.078,0.016,0.016,0.016,NA,0.016,NA,NA,NA
"MATH 32A - GONG, S.",0.097,0.517,0.208,0.087,0.053,0.01,0.014,NA,0.005,NA,NA,NA,NA
"MATH 32A - MANNING, J.A.",0.073,0.269,0.124,0.114,0.14,0.062,0.067,0.026,0.062,0.005,0.01,0.01,0.016
"MATH 32A - TAYLOR, D.W.",NA,0.365,0.156,0.162,0.096,0.09,0.036,0.024,0.012,0.012,0.006,0.012,0.012
"MATH 32B - LEE, S.",0.041,0.321,0.173,0.179,0.112,0.077,0.031,0.015,0.01,0.015,0.015,NA,0.005
"MATH 32B - ROONEY, J.H.",0.011,0.348,0.105,0.116,0.171,0.044,0.039,0.044,0.017,0.017,0.05,NA,0.039
"MATH 32B - SPAAS, P.",NA,0.514,0.169,0.115,0.071,0.087,NA,NA,0.033,NA,NA,NA,0.011
"MATH 32B - WILLIS, M.S.",NA,0.368,0.11,0.215,0.1,0.038,0.033,0.077,0.019,NA,0.01,NA,0.029
"MATH 32BH - RADKO, O.V.",0.176,0.235,0.118,0.118,0.118,0.235,NA,NA,NA,NA,NA,NA,NA
"MATH 33A - GLEIZER, O.",0.141,0.267,0.274,0.096,0.074,0.037,0.044,0.015,0.015,0.007,0.015,NA,0.007
"MATH 33A - HLUSHCHANKA, M.",0.044,0.164,0.131,0.213,0.142,0.082,0.077,0.098,NA,0.033,NA,NA,0.005
"MATH 33A - HUANG, L.",NA,0.197,0.197,0.132,0.132,0.105,0.079,0.066,0.039,NA,0.013,NA,0.039
"MATH 33AH - RONCHETTI, N.",0.19,0.286,0.286,0.19,NA,NA,NA,0.048,NA,NA,NA,NA,NA
"MATH 33B - FAN, H.",0.096,0.571,0.126,0.066,0.04,0.03,0.025,0.015,0.015,0.005,0.005,NA,NA
"MATH 33B - MORENO, A.J.",NA,0.493,0.251,0.109,0.071,0.028,0.014,0.014,NA,NA,0.009,NA,0.005
"MATH 33B - RADKO, O.V.",NA,0.333,0.056,0.167,0.111,0.083,0.056,0.056,0.056,NA,0.056,NA,0.028
"MATH 3A - GREENE, M.P.",0.132,0.474,0.053,0.132,0.105,0.026,NA,0.053,0.026,NA,NA,NA,NA
"MATH 3B - ROPER, M.L.",0.026,0.697,0.145,0.039,0.039,0.013,NA,NA,0.013,NA,NA,NA,0.026
"MATH 3C - BOEDIHARDJO, M.T.",NA,0.495,0.022,0.308,0.044,0.077,0.022,0.011,0.011,NA,NA,NA,0.011
"MATH 61 - CAMERON, J.",0.021,0.191,0.117,0.106,0.16,0.106,0.043,0.106,0.074,NA,0.011,NA,0.053
"MATH 61 - GEHRET, A.R.",0.021,0.38,0.182,0.161,0.083,0.057,0.047,0.031,0.01,0.01,NA,NA,0.005
"MATH 73SL - DALLAS, H.J.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 74SL - ANDERSON, C.R.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 98XB - BLASIUS, D.M.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH M114S - MOSCHOVAKIS, Y.N.",0.043,0.435,0.087,0.13,0.174,NA,NA,0.087,NA,NA,NA,NA,0.043
"MC&IP 262 - WANG, Y.",0.235,0.588,NA,0.059,0.118,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 104AL - LEE, P.",NA,0.385,0.154,0.282,0.128,0.026,NA,NA,0.026,NA,NA,NA,NA
"MCD BIO 138 - RIGUEUR, D.",NA,0.575,0.288,0.038,0.025,0.038,NA,0.012,0.025,NA,NA,NA,NA
"MCD BIO 144 - LOWRY, W.E.",0.107,0.202,0.274,0.167,0.095,0.095,0.036,NA,NA,0.012,0.012,NA,NA
"MCD BIO 150AL - HIRSCH, A.M.",0.042,0.333,0.375,0.125,0.083,0.042,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 160 - PRUNET, N.",0.15,0.3,0.15,0.15,0.15,0.05,0.05,NA,NA,NA,NA,NA,NA
"MCD BIO 165A - SAGASTI, A.",0.11,0.199,0.068,0.144,0.281,0.075,0.048,0.048,0.021,0.007,NA,NA,NA
"MCD BIO 168 - MIKKOLA, H.K.",0.307,0.33,0.182,0.068,0.057,0.045,0.011,NA,NA,NA,NA,NA,NA
"MCD BIO 180A - JONES, D.L.",0.278,0.667,NA,NA,0.056,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 180B - NIKOLOV, L.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - HOOSHMAND, M.J.",0.071,0.571,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - HOOSHMAND, M.J. LEC 3",0.357,0.5,0.071,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - JACOBSEN, S.E.",0.786,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 30H - HOSSAIN, M.",NA,0.556,0.148,0.074,0.222,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 50 - LEE, P.",NA,0.482,0.214,0.143,0.071,0.009,0.018,0.018,0.009,NA,NA,NA,0.009
"MCD BIO 60 - GALLAGHER, K.J.",NA,0.465,0.263,0.123,0.053,0.009,0.018,0.009,NA,NA,NA,NA,NA
"MCD BIO 90 - HOOSHMAND, M.J.",NA,0.667,0.083,0.028,0.083,0.028,NA,NA,0.028,NA,0.028,NA,NA
"MCD BIO CM156 - COHN, D.H.",0.134,0.164,0.09,0.045,0.328,0.06,0.045,0.045,0.075,NA,0.015,NA,NA
"MCD BIO M140 - COLICELLI, J.J.",0.091,0.485,0.182,0.121,NA,0.03,0.061,NA,NA,NA,0.03,NA,NA
"MECH&AE 101 - GOYAL, V.K.",0.31,0.543,0.026,0.034,0.026,0.009,NA,0.017,0.034,NA,NA,NA,NA
"MECH&AE 102 - MITTAL, M.",0.146,0.25,0.188,0.104,0.229,0.042,NA,0.021,0.021,NA,NA,NA,NA
"MECH&AE 103 - KAVEHPOUR, H.P.",0.167,0.271,0.365,0.094,0.083,0.01,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 105A - AMAR, R.C.",0.023,0.189,0.182,0.136,0.227,0.098,0.023,0.098,0.008,NA,0.015,NA,NA
"MECH&AE 105D - AYYASWAMY, P.S.",0.09,0.462,0.09,0.179,0.154,0.013,0.013,NA,NA,NA,NA,NA,NA
"MECH&AE 107 - FRANCO, E.",0.074,0.265,0.176,0.103,0.147,0.088,0.074,0.029,NA,NA,0.015,NA,0.029
"MECH&AE 133A - STUBBLEBINE, M.J.",0.013,0.195,0.169,0.234,0.221,0.078,0.013,0.052,NA,NA,NA,NA,0.026
"MECH&AE 150A - ELDREDGE, J.D.",0.153,0.254,0.102,0.186,0.085,0.119,0.085,NA,NA,NA,NA,NA,0.017
"MECH&AE 154A - TOOHEY, D.M.",NA,0.794,0.176,NA,0.029,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 156A - KHALID JAWED, M.",0.282,0.41,0.115,0.115,0.038,0.013,0.026,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - BARAKO, M.T.",NA,0.957,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - HU, Y.",NA,0.688,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - JU, S.",NA,0.172,0.552,0.276,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 161B - WIRZ, R.E.",0.069,0.5,0.034,0.086,0.155,0.069,0.052,0.017,NA,NA,NA,0.017,NA
"MECH&AE 161B - WIRZ, R.E. LEC 80",0.04,0.24,0.16,0.28,0.28,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162D - CHANG, S.",0.123,0.338,0.431,0.046,0.062,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162D - HONG, D.W.",NA,0.974,NA,0.026,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162D - ROSEN, J.",0.37,0.519,0.111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 166C - SEPULVEDA, A.E.",0.118,0.235,0.353,0.059,0.176,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 171A - IWASAKI, T.",0.03,0.152,0.227,0.167,0.136,0.076,0.106,0.045,0.03,NA,0.015,NA,0.015
"MECH&AE 172 - M'CLOSKEY, R.T.",NA,0.941,NA,NA,0.059,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 182B - ALVES, L.",0.176,0.176,NA,0.176,0.176,0.059,0.059,0.059,0.118,NA,NA,NA,NA
"MECH&AE 183A - KIM, C.",0.058,0.231,0.212,0.096,0.038,0.135,0.038,0.058,0.038,0.058,0.038,NA,NA
"MECH&AE 231B - PILON, L.G.",0.176,0.176,0.353,0.176,0.118,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 231C - DHIR, V.K.",NA,0.231,0.231,0.308,0.154,0.077,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250A - TAIRA, K.",0.091,0.455,0.227,0.136,0.045,0.045,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250F - ZHONG, X.",0.053,0.421,0.211,0.263,0.053,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 259A - SPEARRIN, R.M.",0.1,0.5,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 263B - ROSEN, J.",0.875,0.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 270B - KOHANNIM, S.",0.094,0.562,0.25,0.031,0.062,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 271B - SPEYER, J.L.",NA,0.5,0.333,NA,0.167,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 294A - HOPKINS, J.",0.214,0.393,0.196,0.089,0.107,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 597C - HONG, D.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 599 - HONG, D.W.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 82 - CHATTERJEE, A.K.",0.473,0.243,0.122,0.081,0.027,0.027,NA,0.014,NA,NA,NA,NA,NA
"MECH&AE 94 - GADH, R.",0.036,0.2,0.236,0.182,0.164,0.073,0.036,0.073,NA,NA,NA,NA,NA
"MECH&AE C183C - LI, X.",0.095,0.19,0.095,0.286,0.143,0.19,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C297A - LI, X.",0.19,0.286,0.238,0.048,0.238,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE CM140 - GUPTA, V.",0.074,0.926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE CM240 - GUPTA, V.",0.25,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M168 - GOYAL, V.K.",0.214,0.571,NA,0.071,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M20 - GAO, E.X.",0.527,0.277,0.054,0.027,0.045,0.027,NA,0.027,NA,NA,0.009,NA,NA
"MECH&AE M280B - CHIOU, P.",0.167,0.389,0.222,0.111,0.111,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M287 - CHEN, Y.",0.038,0.462,0.346,0.077,0.038,NA,NA,NA,NA,NA,NA,NA,0.038
"MECH&AE M297B - LI, X.",0.091,0.364,0.303,0.182,0.03,0.03,NA,NA,NA,NA,NA,NA,NA
"MGMT 108 - GUERIN, J.",NA,0.129,0.153,0.118,0.129,0.235,0.094,0.059,0.035,0.024,NA,NA,NA
"MGMT 108 - KLEIN, G.L.",0.064,0.077,0.321,0.077,0.205,0.064,0.038,0.038,0.013,NA,0.038,NA,0.013
"MGMT 120A - BORMAN, C.J.",NA,0.3,0.3,0.1,0.2,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 120A - BORMAN, C.J. LEC 2",0.03,0.212,0.121,0.091,0.182,0.273,0.03,NA,NA,NA,NA,NA,0.03
"MGMT 120B - WOO, E.A.",NA,0.321,0.17,0.151,0.208,0.057,NA,NA,NA,NA,NA,NA,0.019
"MGMT 120B - WOO, E.A. LEC 2",NA,0.378,0.162,0.081,0.324,NA,NA,NA,NA,NA,NA,NA,0.027
"MGMT 121 - WILLIAMS, M.G.",0.101,0.449,0.18,0.112,0.067,0.045,0.034,0.011,NA,NA,NA,NA,NA
"MGMT 122 - WILLIAMS, M.G.",0.059,0.265,0.176,0.147,0.132,0.074,0.029,0.029,0.015,0.015,NA,0.015,0.015
"MGMT 122 - WILLIAMS, M.G. LEC 2",NA,0.25,0.125,0.125,0.188,0.094,0.031,0.062,NA,NA,0.062,0.031,NA
"MGMT 127A - GARDNER TRELOAR, J",NA,0.173,0.147,0.12,0.147,0.133,0.053,0.08,0.053,NA,NA,NA,0.053
"MGMT 127A - KLEIN, G.L.",0.2,0.15,0.25,0.2,0.05,0.05,0.05,NA,NA,NA,NA,NA,0.05
"MGMT 127B - KLEIN, G.L.",0.077,0.173,0.115,0.096,0.192,0.096,0.096,0.038,0.019,0.019,NA,NA,NA
"MGMT 142A - RAVETCH, D.S.",NA,0.235,0.412,0.147,0.176,NA,NA,0.029,NA,NA,NA,NA,NA
"MGMT 160 - WILSON, N.M.",0.054,0.243,0.189,0.162,0.216,0.108,NA,NA,0.027,NA,NA,NA,NA
"MGMT 160 - WILSON, N.M. LEC 2",0.03,0.303,0.212,0.152,0.152,0.061,0.03,NA,NA,NA,NA,NA,0.03
"MGMT 161 - AGHILI, K.",0.02,0.392,0.176,0.176,0.098,0.059,0.039,0.02,NA,NA,NA,NA,0.02
"MGMT 165 - ZHANG, S.",NA,0.225,0.15,0.35,0.15,0.1,NA,NA,NA,NA,0.025,NA,NA
"MGMT 165 - ZHANG, S. LEC 2",0.023,0.205,0.136,0.295,0.227,0.068,0.023,0.023,NA,NA,NA,NA,NA
"MGMT 168 - RAVETCH, D.S.",NA,0.472,0.139,0.222,0.111,NA,NA,0.028,NA,NA,NA,NA,0.028
"MGMT 169 - WEINHAUS, E.A.",0.15,0.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 180 - KARLAN, M.S.",NA,0.21,0.252,0.308,0.105,0.063,0.021,0.021,NA,NA,NA,NA,NA
"MGMT 1A - GARDNER TRELOAR, J",NA,0.184,0.133,0.173,0.071,0.133,0.082,0.051,0.02,NA,0.01,0.041,0.031
"MGMT 1A - GARDNER TRELOAR, J LEC 2",NA,0.176,0.132,0.121,0.132,0.154,0.088,0.033,0.066,NA,0.011,NA,0.044
"MGMT 1B - RAVETCH, D.S.",NA,0.097,0.097,0.169,0.208,NA,0.143,0.143,NA,NA,0.032,NA,0.078
"MGMT 214 - FOX, C.R.",0.038,0.308,0.038,0.154,0.423,0.038,NA,NA,NA,NA,NA,NA,NA
"MGMT 214 - FOX, C.R. LEC 2",0.057,0.257,0.143,0.4,0.114,0.029,NA,NA,NA,NA,NA,NA,NA
"MGMT 220 - SUSSMAN, E.H.",NA,0.164,0.473,0.218,0.109,0.036,NA,NA,NA,NA,NA,NA,NA
"MGMT 222 - MICHAELI, B.",0.435,0.304,0.196,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 222 - MICHAELI, B. LEC 2",0.386,0.3,0.229,0.071,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 224 - GUERIN, J.",NA,0.129,0.339,0.516,0.016,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 231D - GREENE, S.A.",NA,0.283,0.5,0.109,0.109,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 231D - GREENE, S.A. LEC 2",NA,0.143,0.429,0.286,0.071,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 232B - LONGSTAFF, F.A.",NA,0.212,0.273,0.242,0.273,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 232D - GOUKASIAN, L.",0.087,0.391,0.13,0.174,0.087,0.13,NA,NA,NA,NA,NA,NA,NA
"MGMT 235 - GARMAISE, M.J.",NA,0.255,0.236,0.473,NA,NA,0.018,NA,NA,NA,NA,NA,NA
"MGMT 240F - TANG, C.S.",NA,0.267,0.733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 240G - KARMARKAR, U.S.",0.067,0.2,0.333,0.267,0.067,0.067,NA,NA,NA,NA,NA,NA,NA
"MGMT 241A - KRAMER, T.D.",NA,0.224,0.259,0.259,0.19,0.052,NA,NA,NA,NA,NA,NA,0.017
"MGMT 241A - KRAMER, T.D. LEC 2",NA,0.176,0.309,0.25,0.206,0.044,NA,NA,0.015,NA,NA,NA,NA
"MGMT 246A - DELMAS, M.A.",0.611,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 250D - FIRSTENBERG, I.",0.032,0.492,0.413,0.063,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 250D - FIRSTENBERG, I. LEC 2",0.067,0.5,0.333,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 254 - BENDERSKY, C.B.",NA,0.234,0.213,0.191,0.277,0.064,NA,0.021,NA,NA,NA,NA,NA
"MGMT 260A - ZEITHAMMER, R.",0.091,0.47,0.439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 260B - TERECH, A.",0.043,0.174,0.304,0.478,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 260B - TERECH, A. LEC 2",0.083,0.139,0.25,0.528,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 263A - DROLET ROSSI, A.",0.087,0.435,0.348,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 264B - SPILLER, S.A.",0.059,0.294,0.176,0.294,0.137,0.039,NA,NA,NA,NA,NA,NA,NA
"MGMT 264B - SPILLER, S.A. LEC 2",0.062,0.219,0.156,0.281,0.188,0.094,NA,NA,NA,NA,NA,NA,NA
"MGMT 273 - HENDRY, S.",0.083,0.278,0.25,0.333,0.056,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 273 - JOHNSON, E.C.",0.217,0.435,0.174,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 275 - BLEVINS, J.",0.143,0.171,0.171,0.2,0.171,0.114,NA,NA,NA,NA,NA,NA,0.029
"MGMT 275 - BLEVINS, J. LEC 3",0.133,0.2,0.133,0.2,0.133,0.133,NA,NA,NA,NA,NA,NA,NA
"MGMT 275 - MCCANEY, J.T.",0.023,0.523,0.341,0.045,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 278A - HABIBI, P.B.",NA,0.412,0.112,0.138,0.338,NA,NA,NA,NA,NA,NA,NA,NA
