"CLASS","A","A-","A+","B","B-","B+","C","C-","C+","D","D-","D+","F"
"LING 119A - AHN, S.",0.476,0.063,0.302,0.063,NA,0.079,NA,NA,0.016,NA,NA,NA,NA
"LING 120A - MOORE-CANTWELL,",0.32,0.12,0.4,0.08,NA,0.08,NA,NA,NA,NA,NA,NA,NA
"LING 120B - SCHUTZE, C.T.",0.208,0.167,0.188,0.042,0.042,0.062,0.042,NA,0.083,0.042,0.021,0.042,0.062
"LING 120C - SILVESTRI, G.",0.372,0.163,0.326,0.023,NA,0.116,NA,NA,NA,NA,NA,NA,NA
"LING 127 - MAHAJAN, A.K.",0.174,0.174,0.13,0.217,0.043,0.261,NA,NA,NA,NA,NA,NA,NA
"LING 130 - LOCCIONI, N.",0.241,0.138,0.517,0.034,NA,0.034,NA,NA,NA,NA,NA,NA,0.034
"LING 144 - BAHTINA, D.",0.469,NA,0.438,NA,0.062,NA,NA,NA,NA,NA,NA,NA,0.031
"LING 165A - SHIH, S.",0.636,NA,0.273,NA,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"LING 165B - SILVESTRI, G.",0.154,0.154,0.346,0.115,0.038,0.115,NA,0.038,NA,NA,NA,NA,0.038
"LING 165C - SHARVIT, Y.",0.188,0.25,0.375,NA,NA,0.188,NA,NA,NA,NA,NA,NA,NA
"LING 185A - POOLE, E.J.",0.476,0.19,0.095,0.048,NA,0.143,NA,NA,0.048,NA,NA,NA,NA
"LING 191A - MOORE-CANTWELL,",0.143,0.095,0.714,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA
"LING 20 - RASEKHI, V.",0.088,0.027,0.858,0.007,NA,0.014,0.007,NA,NA,NA,NA,NA,NA
"LING 20 - SHIH, S.",0.086,0.143,0.6,NA,0.057,0.057,0.029,NA,NA,NA,NA,NA,0.029
"LING 219 - HAYES, B.P.",0.75,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"LING M141 - HUALPA, L.D.",0.765,NA,0.118,NA,NA,0.059,NA,NA,NA,NA,NA,0.059,NA
"LING M150 - YATES, A.D.",0.556,NA,0.222,0.222,NA,NA,NA,NA,NA,NA,NA,NA,NA
"M E STD M142 - DORCHIN, U.",0.8,0.067,NA,0.067,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"M PHARM 251 - WU, T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 104 - PEI, Q.",0.212,0.152,0.061,0.061,0.03,0.394,NA,NA,0.061,0.03,NA,NA,NA
"MAT SCI 104 - PEI, Q. LEC 2",0.111,0.356,0.178,0.089,0.044,0.178,NA,NA,NA,0.022,NA,NA,0.022
"MAT SCI 121 - RAMAN, A.P.",0.312,0.219,0.094,0.031,0.031,0.312,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 121L - GOORSKY, M.S.",0.714,0.143,NA,NA,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 132 - POZUELO, M.",0.188,0.25,0.156,0.188,0.031,0.188,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 140B - MCENERNEY, B.",0.062,0.156,NA,0.375,0.062,0.25,0.031,NA,0.062,NA,NA,NA,NA
"MAT SCI 151 - ZALDIVAR, R.J.",0.182,0.364,0.045,0.136,0.091,0.091,NA,NA,0.091,NA,NA,NA,NA
"MAT SCI 161L - BALONIS, M.",0.25,0.333,NA,0.25,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 161L - BALONIS, M. LEC 2",0.267,0.333,NA,0.067,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 201 - XIE, Y.",0.571,0.214,0.143,NA,NA,0.071,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 222 - STREIT, D.C.",0.957,0.043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 223 - GOORSKY, M.S.",0.667,0.19,0.048,NA,0.048,0.048,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 223 - GOORSKY, M.S. LEC 80",0.8,0.1,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 247 - HUANG, Y.",0.733,0.2,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 253 - HE, X.",0.3,NA,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI 270 - MARIAN, J.",0.241,0.069,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MAT SCI C112 - FISCHER, C.J.",0.462,0.308,0.231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 105C - DALLAS, H.J.",0.133,0.067,NA,0.467,0.067,0.267,NA,NA,NA,NA,NA,NA,NA
"MATH 110B - HSU, C.",0.333,0.111,0.037,0.111,0.111,0.148,0.074,NA,0.074,NA,NA,NA,NA
"MATH 110C - ELMAN, R.S.",0.895,NA,0.079,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA
"MATH 114L - ARANT, T.J.",0.346,0.115,NA,0.154,0.154,0.154,0.077,NA,NA,NA,NA,NA,NA
"MATH 115A - HEMPEL, N.",0.3,0.167,0.133,0.1,0.067,0.133,0.033,NA,0.067,NA,NA,NA,NA
"MATH 115A - HONDA, K.",0.278,0.167,0.111,0.111,0.111,0.222,NA,NA,NA,NA,NA,NA,NA
"MATH 115A - LIU, G.",0.686,0.2,NA,0.057,NA,NA,NA,NA,0.057,NA,NA,NA,NA
"MATH 115A - MORENO, A.J.",0.649,0.054,NA,0.081,0.027,0.189,NA,NA,NA,NA,NA,NA,NA
"MATH 115A - NURBEKYAN, L.",0.621,NA,0.103,NA,0.034,0.241,NA,NA,NA,NA,NA,NA,NA
"MATH 115A - WHITE, N.A.",0.9,NA,NA,0.05,NA,NA,0.05,NA,NA,NA,NA,NA,NA
"MATH 115AH - GIESEKER, D.",0.75,0.156,NA,NA,NA,0.094,NA,NA,NA,NA,NA,NA,NA
"MATH 115B - MANNING, J.A.",0.758,0.03,NA,0.121,0.061,NA,NA,0.03,NA,NA,NA,NA,NA
"MATH 117 - SPAAS, P.",0.484,NA,NA,0.484,0.032,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 11N - ROONEY, J.H.",0.333,0.333,0.111,NA,0.111,0.111,NA,NA,NA,NA,NA,NA,NA
"MATH 120A - WILLIS, M.S.",0.513,0.077,NA,0.154,0.051,0.077,0.077,NA,NA,NA,NA,NA,0.051
"MATH 121 - SHARIFI, R.T.",0.471,0.118,0.059,0.118,NA,NA,0.118,NA,NA,0.059,NA,NA,0.059
"MATH 123 - MARENGON, M.",0.486,0.086,NA,0.114,0.143,0.114,NA,NA,0.057,NA,NA,NA,NA
"MATH 131A - ASCHENBRENNER, M.",0.125,0.031,NA,0.188,0.156,0.219,0.031,NA,0.25,NA,NA,NA,NA
"MATH 131A - CHERNIKOV, A.",0.475,0.1,0.35,0.05,NA,NA,0.025,NA,NA,NA,NA,NA,NA
"MATH 131A - CLADEK, L.T.",0.5,0.194,NA,0.111,0.028,0.111,0.028,NA,NA,0.028,NA,NA,NA
"MATH 131A - FAN, H.",0.6,0.025,0.3,0.05,NA,0.025,NA,NA,NA,NA,NA,NA,NA
"MATH 131A - FILIPAZZI, S.",0.29,0.097,0.032,0.194,0.097,0.097,0.032,0.065,0.097,NA,NA,NA,NA
"MATH 131A - GREENE, R.E.",0.4,0.15,0.05,0.3,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 131B - BROWN, R.F.",0.458,0.188,NA,0.083,NA,0.083,0.062,NA,0.125,NA,NA,NA,NA
"MATH 131B - ERIKSSON-BIQUE, S.",0.5,0.205,0.182,0.023,0.023,0.023,NA,0.023,NA,NA,NA,NA,0.023
"MATH 131BH - BOEDIHARDJO, M.T.",0.778,0.074,0.037,0.074,0.037,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 131C - GREENFELD, R.",0.389,0.167,0.111,0.056,0.056,0.167,NA,0.056,NA,NA,NA,NA,NA
"MATH 132 - LIU, K.",0.278,0.278,0.056,0.139,0.056,0.167,NA,NA,0.028,NA,NA,NA,NA
"MATH 132 - LIU, K. LEC 2",0.303,0.182,0.061,0.061,0.212,0.091,0.061,NA,0.03,NA,NA,NA,NA
"MATH 134 - MOU, C.",0.756,0.133,NA,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"MATH 134 - SALANEVICH, P.",0.541,0.108,0.108,0.054,0.027,0.081,0.054,NA,0.027,NA,NA,NA,NA
"MATH 135 - ARANT, T.J.",0.537,0.122,NA,0.146,0.098,0.073,NA,NA,0.024,NA,NA,NA,NA
"MATH 135 - WINK, M.",0.439,0.049,NA,0.293,0.122,0.049,0.024,NA,0.024,NA,NA,NA,NA
"MATH 136 - TONG, J.",0.45,0.125,NA,0.025,0.025,0.175,0.05,NA,0.15,NA,NA,NA,NA
"MATH 142 - ZINN-BROOKS, L.",0.696,0.022,0.152,NA,0.022,0.065,0.022,0.022,NA,NA,NA,NA,NA
"MATH 142 - ZINN-BROOKS, L. LEC 2",0.762,0.024,0.095,0.024,NA,0.024,0.024,NA,0.048,NA,NA,NA,NA
"MATH 151A - WU FUNG, S.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 151A - WU FUNG, S.M. LEC 2",0.976,NA,NA,0.024,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 151B - DEUTSCH, S.",0.75,0.125,0.031,0.031,NA,NA,NA,NA,0.031,NA,0.031,NA,NA
"MATH 151B - LI, W.",0.842,0.026,0.105,NA,NA,NA,0.026,NA,NA,NA,NA,NA,NA
"MATH 151B - LI, W. LEC 2",0.767,0.1,0.067,0.033,NA,0.033,NA,NA,NA,NA,NA,NA,NA
"MATH 156 - WANG, S.X.",0.763,0.105,0.105,NA,NA,0.026,NA,NA,NA,NA,NA,NA,NA
"MATH 164 - JACOBS, M.A.",0.578,0.2,NA,0.044,0.044,0.044,0.067,NA,0.022,NA,NA,NA,NA
"MATH 164 - LI, W.",0.93,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 167 - GLEIZER, O.",0.472,0.139,0.278,0.028,NA,0.083,NA,NA,NA,NA,NA,NA,NA
"MATH 168 - ZINN-BROOKS, H.A.",0.605,0.105,0.079,0.079,0.026,0.079,NA,NA,0.026,NA,NA,NA,NA
"MATH 170A - REBROVA, E.",0.308,0.115,0.077,0.192,NA,0.115,NA,NA,0.192,NA,NA,NA,NA
"MATH 170B - ISELI, A.U.",0.435,0.13,0.043,0.13,0.043,0.174,0.043,NA,NA,NA,NA,NA,NA
"MATH 170E - HARROP-GRIFFITHS,",0.615,0.205,0.077,0.051,NA,0.026,0.026,NA,NA,NA,NA,NA,NA
"MATH 170E - NGUYEN, H.D.",0.432,0.091,0.136,0.068,0.023,0.114,0.068,0.023,0.045,NA,NA,NA,NA
"MATH 170S - CHAN, S.",0.531,0.125,NA,0.094,0.094,0.156,NA,NA,NA,NA,NA,NA,NA
"MATH 170S - LYU, H.",0.514,0.108,0.027,0.135,0.054,0.135,NA,NA,0.027,NA,NA,NA,NA
"MATH 170S - LYU, H. LEC 2",0.628,NA,0.023,0.07,NA,0.256,NA,NA,0.023,NA,NA,NA,NA
"MATH 170S - MCKENZIE, D.",0.841,0.091,0.045,NA,NA,0.023,NA,NA,NA,NA,NA,NA,NA
"MATH 171 - REBROVA, E.",0.344,0.062,0.062,0.156,0.125,0.125,0.031,NA,0.094,NA,NA,NA,NA
"MATH 174E - TAYLOR, D.W.",0.455,0.221,NA,0.13,0.052,0.143,NA,NA,NA,NA,NA,NA,NA
"MATH 177 - LEE, S.",0.39,0.171,0.146,0.098,0.024,0.073,0.073,NA,0.024,NA,NA,NA,NA
"MATH 178B - OZEL, E.",0.486,0.229,0.114,0.029,0.029,0.114,NA,NA,NA,NA,NA,NA,NA
"MATH 178C - OZEL, E.",0.615,0.115,0.192,NA,0.038,0.038,NA,NA,NA,NA,NA,NA,NA
"MATH 180 - GALASHIN, P.",0.184,0.211,0.368,0.053,NA,0.079,0.053,NA,0.053,NA,NA,NA,NA
"MATH 182 - NGUYEN, H.D.",0.207,0.069,0.069,0.241,0.034,0.103,0.276,NA,NA,NA,NA,NA,NA
"MATH 210C - MERKURJEV, A.S.",0.571,NA,0.095,0.048,0.238,0.048,NA,NA,NA,NA,NA,NA,NA
"MATH 214B - TOTARO, B.",0.8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 220C - MARKS, A.S.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 223S - NEEMAN, I.",0.7,NA,0.1,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"MATH 226A - PETERSEN, P.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 237 - MAY, C.",0.857,0.143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 245C - BISKUP, M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 246C - GARNETT, J.B.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 251B - KHITRIK, M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 254B - AUSTIN, T.D.",0.818,0.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 266C - TERAN, J.M.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 269C - VESE, L.A.",0.619,0.048,0.333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 270C - NEEDELL, D.",0.952,NA,NA,0.048,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 275C - MENZ, G.",0.375,0.312,0.25,NA,NA,0.062,NA,NA,NA,NA,NA,NA,NA
"MATH 285J - BERTOZZI, A.",0.9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 285K - YIN, J.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 285N - PAK, I.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 285P - ROUQUIER, R.A.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 31B - GREENE, M.P.",0.417,0.062,0.464,NA,0.009,0.019,0.005,0.005,0.005,NA,NA,NA,0.014
"MATH 31B - HOFF, D.J.",0.915,0.034,NA,0.009,0.017,0.009,0.009,NA,NA,NA,NA,NA,0.009
"MATH 32A - HILL, M.A.",0.721,0.144,NA,0.034,0.019,0.062,0.005,NA,0.01,NA,NA,NA,0.005
"MATH 32A - LEE, S.",0.507,0.087,0.072,0.072,0.043,0.13,0.058,NA,NA,NA,NA,NA,0.029
"MATH 32A - RUBIN, J.L.",0.697,0.103,NA,0.027,0.049,0.086,0.022,NA,0.016,NA,NA,NA,NA
"MATH 32B - CAMERON, J.",0.877,0.018,0.026,0.044,NA,0.009,0.026,NA,NA,NA,NA,NA,NA
"MATH 32B - CAMERON, J. LEC 2",0.73,0.057,0.115,0.033,NA,0.016,0.033,NA,0.008,NA,NA,NA,0.008
"MATH 32B - WHITE, N.A.",0.882,0.054,NA,0.03,NA,0.01,0.025,NA,NA,NA,NA,NA,NA
"MATH 33A - CLADEK, L.T.",0.82,0.014,0.052,0.085,NA,0.019,NA,NA,0.005,0.005,NA,NA,NA
"MATH 33A - KILLIP, R.B.",0.746,0.076,NA,0.03,0.01,0.02,0.025,NA,0.091,NA,NA,NA,NA
"MATH 33A - MADRID PADILLA, J.",0.462,0.145,0.046,0.11,0.029,0.202,NA,NA,0.006,NA,NA,NA,NA
"MATH 33A - RADKO, O.V.",0.973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.027
"MATH 33B - GEHRET, A.R.",0.785,0.072,0.029,0.033,0.01,0.033,0.024,NA,0.014,NA,NA,NA,NA
"MATH 33B - HLUSHCHANKA, M.",0.703,0.138,NA,0.031,0.015,0.072,0.015,NA,0.026,NA,NA,NA,NA
"MATH 3B - GREENE, M.P.",0.628,NA,0.326,0.023,0.023,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 3C - ROPER, M.L.",0.812,0.052,NA,0.042,0.031,0.021,0.01,0.01,0.01,NA,NA,NA,0.01
"MATH 42 - PORTER, M.A.",0.8,0.08,0.08,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MATH 61 - HUANG, L.",0.684,0.111,NA,0.026,0.009,0.085,0.06,NA,0.026,NA,NA,NA,NA
"MATH 61 - SALAZAR, R.",0.803,0.061,0.015,0.023,0.008,0.053,0.008,0.008,0.015,NA,0.008,NA,NA
"MC&IP 214 - VONDRISKA, T.M.",NA,0.167,0.833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 104AL - CLARK, A.T.",0.44,0.32,NA,0.08,0.04,0.04,NA,0.04,0.04,NA,NA,NA,NA
"MCD BIO 104BL - CLARK, A.T.",0.6,0.333,NA,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 138 - CLARK, A.T.",0.353,0.162,0.294,0.059,NA,0.088,0.015,0.015,0.015,NA,NA,NA,NA
"MCD BIO 144 - CLARK, A.T.",0.673,0.061,0.245,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 145 - BANERJEE, U.",0.8,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 160 - CLARK, A.T.",0.444,NA,0.167,0.056,NA,0.333,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 165A - CLARK, A.T.",0.344,0.056,0.544,0.025,0.013,0.019,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 180B - CLARK, A.T.",0.389,NA,0.5,NA,NA,0.111,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 187AL - CLARK, A.T.",0.955,NA,0.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.023
"MCD BIO 191 - CLARK, A.T.",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 191 - CLARK, A.T. LEC 2",0.692,0.077,0.077,NA,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 50 - CLARK, A.T.",0.887,0.065,0.016,0.032,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MCD BIO 60 - CLARK, A.T.",0.589,0.271,NA,0.037,NA,0.093,0.009,NA,NA,NA,NA,NA,NA
"MCD BIO C141 - CLARK, A.T.",0.474,0.079,0.329,0.013,NA,0.066,NA,0.013,0.026,NA,NA,NA,NA
"MCD BIO M272 - LOWRY, W.E.",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 101 - NORDENDALE, N.",0.571,0.221,0.039,0.065,NA,0.065,0.039,NA,NA,NA,NA,NA,NA
"MECH&AE 102 - DAVOYAN, A.R.",0.602,0.151,0.032,0.086,0.022,0.086,0.011,NA,NA,0.011,NA,NA,NA
"MECH&AE 103 - KAVEHPOUR, H.P.",0.493,0.132,0.324,NA,NA,0.051,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 105A - PILON, L.G.",0.096,0.173,0.308,0.077,0.077,0.077,0.058,0.019,0.077,NA,NA,0.019,0.019
"MECH&AE 105D - LAVINE, A.G.",0.239,0.209,0.269,0.09,0.045,0.09,NA,0.03,0.015,NA,NA,0.015,NA
"MECH&AE 107 - M'CLOSKEY, R.T.",0.333,0.47,NA,0.076,0.03,0.015,NA,NA,0.045,NA,NA,NA,0.03
"MECH&AE 133A - AYYASWAMY, P.S.",0.311,0.333,0.111,0.111,NA,0.111,NA,NA,0.022,NA,NA,NA,NA
"MECH&AE 136 - MARNER, W.J.",0.603,0.086,0.052,0.19,NA,0.052,NA,NA,NA,NA,NA,NA,0.017
"MECH&AE 150B - ZHONG, X.",0.667,0.167,0.048,0.048,NA,0.048,NA,NA,0.024,NA,NA,NA,NA
"MECH&AE 156A - JIN, L.",0.4,0.143,0.143,0.086,NA,0.143,0.029,NA,0.029,NA,NA,NA,0.029
"MECH&AE 157 - FISHER, T.S.",0.607,0.179,NA,0.036,NA,0.179,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157 - FISHER, T.S. LEC 2",0.833,NA,NA,NA,NA,0.167,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 157A - SPEARRIN, R.M.",0.75,0.115,NA,0.038,0.019,0.077,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 161C - GOEBEL, D.M.",0.487,0.333,NA,0.051,NA,0.128,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162A - MAJLESSI, A.",0.61,0.186,0.051,0.034,NA,0.085,NA,NA,0.017,0.017,NA,NA,NA
"MECH&AE 162E - CHANG, S.",0.387,0.194,0.403,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162E - HONG, D.W.",0.487,0.103,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 162E - ROSEN, J.",0.407,0.185,0.185,0.111,0.037,0.074,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 171A - KIM, D.D.",0.547,0.094,NA,0.075,0.075,0.113,0.019,0.038,0.019,NA,NA,0.019,NA
"MECH&AE 171B - TSAO, T.",0.824,0.118,0.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 183A - LEWIS, G.T.",0.324,0.206,NA,0.118,0.029,0.294,0.029,NA,NA,NA,NA,NA,NA
"MECH&AE 185 - GADH, R.",0.312,0.375,NA,0.062,0.062,0.188,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 233 - HU, Y.",0.625,0.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 237D - ABDOU, M.A.",0.429,0.214,0.357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 242 - CARMAN, G.P.",0.636,0.091,0.273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 250B - SKENE, C.S.",0.375,0.292,0.25,0.042,NA,0.042,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 252P - WIRZ, R.E.",0.688,NA,0.188,NA,0.062,0.062,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 255A - KINSEY, R.J.",0.235,0.176,NA,0.118,0.059,0.412,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 259A - TAIRA, K.",0.5,0.333,0.167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 262 - CARMAN, G.P.",0.789,0.053,0.158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 263C - SANTOS, V.",0.545,0.045,0.227,0.091,NA,0.091,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 279 - IWASAKI, T.",0.231,0.154,0.385,0.077,NA,0.154,NA,NA,NA,NA,NA,NA,NA
"MECH&AE 82 - CHATTERJEE, A.K.",0.062,0.062,0.625,0.062,0.031,0.125,NA,0.031,NA,NA,NA,NA,NA
"MECH&AE 94 - SHAEFER, R.S.",0.544,0.228,0.14,0.053,0.035,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C150R - ABRANTES, R.J.",0.24,0.2,0.02,0.06,0.08,0.3,0.06,NA,0.04,NA,NA,NA,NA
"MECH&AE C187L - CHEN, Y.",0.733,0.133,0.067,NA,NA,0.067,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C237 - GADH, R.",0.042,0.25,0.083,0.125,NA,0.5,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C250R - ABRANTES, R.J.",0.118,0.412,0.059,0.235,NA,0.176,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C271A - SPEYER, J.L.",0.2,0.6,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE C287L - CHEN, Y.",0.583,0.25,0.083,0.083,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M168 - GOYAL, V.K.",0.59,NA,0.344,0.033,NA,0.033,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M269A - JU, J.",0.263,0.421,0.079,NA,NA,0.237,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M297C - YANG, J.",0.229,0.257,NA,0.143,NA,0.371,NA,NA,NA,NA,NA,NA,NA
"MECH&AE M297C - YANG, J. LEC 81",0.286,0.071,NA,0.5,NA,0.143,NA,NA,NA,NA,NA,NA,NA
"MGMT 108 - CASKEY, J.",0.303,0.258,0.045,0.106,0.03,0.258,NA,NA,NA,NA,NA,NA,NA
"MGMT 108 - GUERIN, J.",0.167,0.312,0.042,0.104,0.083,0.271,0.021,NA,NA,NA,NA,NA,NA
"MGMT 120A - LU, M.",0.5,0.115,0.269,0.038,NA,0.038,0.038,NA,NA,NA,NA,NA,NA
"MGMT 120A - LU, M. LEC 2",0.25,0.182,0.295,0.136,0.023,0.068,0.023,NA,NA,NA,NA,0.023,NA
"MGMT 120B - LU, M.",0.389,0.056,0.333,0.056,0.056,0.056,0.056,NA,NA,NA,NA,NA,NA
"MGMT 120B - WOO, E.A.",0.75,0.05,NA,0.15,NA,0.05,NA,NA,NA,NA,NA,NA,NA
"MGMT 122 - WILLIAMS, M.G.",0.367,0.204,0.061,0.061,0.041,0.143,0.082,NA,NA,0.02,0.02,NA,NA
"MGMT 122 - WILLIAMS, M.G. LEC 2",0.571,0.119,0.095,0.071,0.024,0.071,NA,NA,0.024,NA,NA,0.024,NA
"MGMT 123 - GARDNER TRELOAR, J",0.451,0.118,NA,0.157,0.118,0.098,NA,NA,0.059,NA,NA,NA,NA
"MGMT 124 - WILLIAMS, M.G.",0.182,0.159,0.068,0.295,0.114,0.159,NA,NA,0.023,NA,NA,NA,NA
"MGMT 126 - CASKEY, J.A.",0.361,0.194,0.111,0.083,NA,0.25,NA,NA,NA,NA,NA,NA,NA
"MGMT 127A - CASKEY, J.",0.304,0.217,0.174,0.13,0.087,0.087,NA,NA,NA,NA,NA,NA,NA
"MGMT 127A - GARDNER TRELOAR, J",0.295,0.136,NA,0.091,0.114,0.136,0.045,0.091,0.091,NA,NA,NA,NA
"MGMT 127B - CASKEY, J.",0.211,0.237,0.132,0.184,0.026,0.184,NA,NA,0.026,NA,NA,NA,NA
"MGMT 128 - GARDNER TRELOAR, J",0.73,0.254,NA,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"MGMT 130A - PELEG, E.",0.51,0.275,0.078,0.118,NA,0.02,NA,NA,NA,NA,NA,NA,NA
"MGMT 130A - PELEG, E. LEC 2",0.403,0.333,0.097,0.056,0.014,0.069,NA,0.014,0.014,NA,NA,NA,NA
"MGMT 142B - RAVETCH, D.S.",0.36,0.48,NA,0.04,NA,0.08,NA,NA,0.04,NA,NA,NA,NA
"MGMT 160 - WILSON, N.M.",0.294,0.176,0.029,0.147,0.176,0.176,NA,NA,NA,NA,NA,NA,NA
"MGMT 160 - WILSON, N.M. LEC 2",0.219,0.25,0.031,0.156,0.094,0.188,NA,NA,0.062,NA,NA,NA,NA
"MGMT 161 - AGHILI, K.",0.333,0.167,0.024,0.238,0.024,0.167,0.024,NA,NA,0.024,NA,NA,NA
"MGMT 163 - ROSTAMIAN, F.D.",0.161,0.29,0.065,0.097,NA,0.387,NA,NA,NA,NA,NA,NA,NA
"MGMT 164 - KUMAR, N.T.",0.194,0.222,0.056,0.222,0.139,0.139,NA,NA,0.028,NA,NA,NA,NA
"MGMT 167 - NORTHROP, G.S.",0.308,0.269,0.077,0.077,NA,0.269,NA,NA,NA,NA,NA,NA,NA
"MGMT 168 - RAVETCH, D.S.",0.24,0.26,NA,0.22,NA,0.28,NA,NA,NA,NA,NA,NA,NA
