,CLASS,A+_x,A_x,A-_x,B+_x,B_x,B-_x,C+_x,C_x,C-_x,D+_x,D_x,D-_x,F_x,A+_y,A_y,A-_y,B+_y,B_y,B-_y,C+_y,C_y,C-_y,D+_y,D_y,D-_y,F_y
1163,"HIST 96W - HUDSON, P.J. LEC 6",0.053,0.316,0.211,0.158,0.105,0.105,0,0.053,0,0,0,0,0,0.067,0.267,0.2,0.267,0.133,0,0,0.067,0,0,0,0,0
1164,"HIST 97C - JACOBY, R.",0,0.6,0.133,0.133,0,0.067,0,0,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,"HIST 97C - SILVERMAN, D.L.",0,0.438,0.25,0.25,0.062,0,0,0,0,0,0,0,0,0.167,0.25,0.167,0.333,0.083,0,0,0,0,0,0,0,0
3005,"HIST 97C - TUTINO, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.111,0.389,0.111,0.167,0.111,0.056,0.056,0,0,0,0,0,0
1166,"HIST 97D - STEVENSON, B.",0.087,0.87,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0,0,0,0,0,0,0,0,0,0,0
1167,"HIST 97G - VON GLAHN, R.",0,0.125,0.125,0.312,0.312,0.062,0,0,0,0,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0
1168,"HIST 9C - HIRANO, K.",0.036,0.498,0.251,0.103,0.049,0.027,0.009,0.013,0.004,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0
1169,"HIST 9D - GELVIN, J.L.",0,0.553,0.282,0.129,0.012,0,0,0.012,0.012,0,0,0,0,0,0.968,0.032,0,0,0,0,0,0,0,0,0,0
1170,"HIST C187N - SUBRAHMANYAM, S.",0,0.222,0.444,0.222,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3006,"HIST C187O - MYERS, D.N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.667,0,0.067,0.2,0,0,0,0,0,0,0,0
3007,"HIST C187O - SUBRAHMANYAM, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0.1,0,0,0,0,0,0,0.1
1171,"HIST M108C - BOUM, A.",0.118,0.235,0.412,0.235,0,0,0,0,0,0,0,0,0,0,0.846,0.154,0,0,0,0,0,0,0,0,0,0
3008,"HIST M133C - NORBERG, K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.194,0.398,0.118,0.129,0.075,0.032,0.054,0,0,0,0,0,0
1172,"HIST M147D - MARINO, K.M.",0,0.487,0.303,0.092,0.066,0.013,0,0.013,0,0,0.013,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1173,"HIST M151A - GOMEZ-QUINONES, J.",0,0.5,0.389,0.056,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1174,"HIST M182A - SMOAK, J.D.",0,0.4,0.15,0.15,0.2,0,0,0,0.05,0,0.05,0,0,0.037,0.37,0.259,0.222,0.074,0,0.037,0,0,0,0,0,0
1175,"HIST M186A - TAMBOLI, V.K.",0.1,0.2,0.15,0.3,0.05,0.05,0.05,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,"HIST M4 - GOLDBERG, J.L.",0.069,0.31,0.207,0.103,0.138,0.069,0.034,0,0,0.034,0,0,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0
1177,"HIST M60 - SHAYEGAN, M.R.",0.314,0.143,0.143,0.086,0.057,0.114,0.057,0.029,0,0,0,0,0.057,0,0,0,0,0,0,0,0,0,0,0,0,0
3009,"HLT POL 197 - KUO, A.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1178,"HLT POL 200A - BROOK, R.H.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,"HLT POL 200A - BUSTAMANTE, A.V.",0.2,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,"HLT POL 200A - COWGILL, B.O.",0.048,0.857,0.095,0,0,0,0,0,0,0,0,0,0,0.111,0.815,0.074,0,0,0,0,0,0,0,0,0,0
1181,"HLT POL 203A - COMANOR, W.S.",0,0.5,0.286,0.143,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3010,"HLT POL 225A - MACINKO, J.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1182,"HLT POL 239A - ANDERSON, D.M.",0,0.308,0.231,0.154,0.231,0.077,0,0,0,0,0,0,0,0.273,0.545,0.091,0,0.091,0,0,0,0,0,0,0,0
1183,"HLT POL 243 - KUO, A.A.",0,0.625,0.25,0.125,0,0,0,0,0,0,0,0,0,0.25,0.75,0,0,0,0,0,0,0,0,0,0,0
1184,"HLT POL 249 - TANOUYE, J.",0,0.913,0.087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1185,"HLT POL 266A - MAHAJAN, A.P.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1186,"HLT POL 286 - COWGILL, B.O.",0,0.867,0.133,0,0,0,0,0,0,0,0,0,0,0,0.897,0.103,0,0,0,0,0,0,0,0,0,0
3011,"HLT POL 400 - ERSKINE, L.S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.15,0,0.25,0,0,0,0,0,0,0,0
1187,"HLT POL 400 - GALPER, M.R.",0,0.912,0.029,0,0.029,0,0,0.029,0,0,0,0,0,0.1,0.75,0.1,0,0.05,0,0,0,0,0,0,0,0
1188,"HLT POL 400 - GALPER, M.R. LEC 2",0,0.833,0,0.083,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1189,"HLT POL 403 - GALPER, M.R.",0.1,0.525,0.2,0.05,0.125,0,0,0,0,0,0,0,0,0.095,0.714,0.095,0.095,0,0,0,0,0,0,0,0,0
3012,"HLT POL 403 - GALPER, M.R. LEC 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.588,0.118,0.059,0.118,0,0,0,0,0,0,0,0
1190,"HLT POL 435 - POURAT, N.",0.263,0.474,0.263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,HLT POL 436 - ARMENTROUT-WISWALL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.476,0.381,0.095,0,0.048,0,0,0,0,0,0,0,0
1191,"HLT POL 436 - KHOURI, L.M.",0.292,0.25,0.167,0.125,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192,"HLT POL 439 - MOUCHERAUD, C.",0.742,0.129,0.065,0.032,0,0,0,0.032,0,0,0,0,0,0.863,0.02,0.098,0.02,0,0,0,0,0,0,0,0,0
3014,"HLT POL 440A - BALDWIN, K.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.857,0.143,0,0,0,0,0,0,0,0,0,0
3015,"HLT POL 440A - HINSHAW, J.B.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3016,"HLT POL 441 - REISCHL, H.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864,0.136,0,0,0,0,0,0,0,0,0,0
1193,"HLT POL 445 - ELGINER, J.A.",0.13,0.565,0.217,0.043,0,0.043,0,0,0,0,0,0,0,0.316,0.632,0,0.053,0,0,0,0,0,0,0,0,0
1194,"HLT POL M236 - LU, Z.J.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3017,"HLT POL M242 - ZIMMERMAN, F.J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.059,0.824,0.118,0,0,0,0,0,0,0,0,0,0
1195,"HLT POL M420 - SMITH, K.A.",0,0.9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3018,"HNRS 112 - ARDAM, J.W.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1196,"HNRS 119 - FRANKLIN, A.S.",0.111,0.889,0,0,0,0,0,0,0,0,0,0,0,0.214,0.786,0,0,0,0,0,0,0,0,0,0,0
1197,"HNRS 124 - TERRALL, M.",0.059,0.118,0.529,0.294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3019,"HNRS 130 - NOBLE, C.I.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.136,0.864,0,0,0,0,0,0,0,0,0,0,0
1198,"HNRS 149 - ABRAMSON, P.R.",0.19,0.571,0.19,0.048,0,0,0,0,0,0,0,0,0,0.219,0.625,0.156,0,0,0,0,0,0,0,0,0,0
1199,"HNRS 150 - PIRE, F.A.",0.154,0.615,0.231,0,0,0,0,0,0,0,0,0,0,0.259,0.296,0.333,0.074,0.037,0,0,0,0,0,0,0,0
1200,"HNRS 153 - LOWENSTEIN, D.H.",0,0.444,0.333,0.056,0.111,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,"HNRS 158 - LOWENSTEIN, D.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188,0.375,0.188,0.062,0.188,0,0,0,0,0,0,0
3021,"HNRS 166 - KLENIN, E.R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0.143,0,0.048,0,0,0,0,0,0,0,0,0
3022,"HNRS 171 - TENHOUTEN, W.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.286,0.714,0,0,0,0,0,0,0,0,0,0,0
1201,"HNRS 4 - MORENO, E.A.",0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3023,"HNRS 81 - SOTO, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.444,0.333,0.222,0,0,0,0,0,0,0,0,0,0
1202,"HUM GEN 236A - CANTOR, R.M.",0.111,0.556,0.167,0,0.167,0,0,0,0,0,0,0,0,0.333,0.417,0.167,0.083,0,0,0,0,0,0,0,0,0
3024,"HUM GEN 400A - DORRANI, N.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.2,0.2,0.1,0.1,0,0,0,0,0,0,0
3025,"HUM GEN 401 - PALMER, C.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3026,"HUM GEN 406 - WONG, D.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.2,0.3,0,0,0,0,0,0,0,0,0
3027,"HUM GEN 430 - DEIGNAN, J.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0.4,0.2,0,0,0,0,0,0,0,0
1203,"I A STD 1 - MOORE, A.D.",0,0.565,0.149,0.071,0.054,0.065,0.024,0.024,0.012,0.012,0,0,0.024,0,0.792,0.083,0.021,0.042,0.031,0.01,0,0.01,0,0.01,0,0
1204,"I A STD 191 - LEE, Y.B.",0,0.375,0.083,0.042,0.167,0.083,0.125,0.083,0.042,0,0,0,0,0.238,0.286,0.143,0.143,0.095,0,0.048,0.048,0,0,0,0,0
1205,"I E STD C160 - VINE, B.H.",0,0.417,0.167,0.083,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,"I M STD 155 - AGADJANIAN, V.",0.154,0.231,0.385,0.231,0,0,0,0,0,0,0,0,0,0.25,0.333,0,0,0.167,0.167,0,0,0,0,0.083,0,0
1207,"IL AMER 18A - DE LA TORRE, L.",0.5,0.167,0.25,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,"INDO 1 - WIJAYA, J.",0.333,0.556,0,0.111,0,0,0,0,0,0,0,0,0,0.2,0.6,0,0.2,0,0,0,0,0,0,0,0,0
1209,"INDO 100A - WIJAYA, J.",0,0.444,0.444,0.111,0,0,0,0,0,0,0,0,0,0.154,0.385,0.231,0.154,0.077,0,0,0,0,0,0,0,0
3028,"INF STD 206 - LIEVROUW, L.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.417,0.583,0,0,0,0,0,0,0,0,0,0,0
1210,"INF STD 211 - DRUCKER, J.R.",0,0.533,0.433,0.033,0,0,0,0,0,0,0,0,0,0.125,0.732,0.125,0.018,0,0,0,0,0,0,0,0,0
1211,"INF STD 211 - DRUCKER, J.R. LEC 2",0,0.68,0.28,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3029,"INF STD 214 - SRINIVASAN, R.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182,0.364,0.091,0.364,0,0,0,0,0,0,0,0
1212,"INF STD 227 - NOBLE, S.U.",0,0.917,0.083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3030,"INF STD 260 - FURNER, J.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.879,0.061,0.061,0,0,0,0,0,0,0,0,0
1213,"INF STD 260 - LEAZER, G.H.",0,0.308,0.615,0.077,0,0,0,0,0,0,0,0,0,0,0.955,0.045,0,0,0,0,0,0,0,0,0,0
1214,"INF STD 260 - LEAZER, G.H. LEC 2",0,0.7,0.275,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0
1215,"INF STD 271 - GOMEZ, J.N.",0.143,0.571,0.071,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1216,"INF STD 289 - BLANCHETTE, J.",0.231,0.231,0.231,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1217,"INF STD 289 - DRUCKER, J.R.",0.2,0.7,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3031,"INF STD 289 - ELLIOTT, M.G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.083,0.333,0.583,0,0,0,0,0,0,0,0,0,0
3032,"INF STD 289 - GOSART, J.O.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.467,0.267,0.067,0.133,0.067,0,0,0,0,0,0,0,0
3033,"INF STD 289 - HADUONG, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529,0.235,0.118,0.118,0,0,0,0,0,0,0,0
3034,"INF STD 289 - POSNER, M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.034,0.897,0.034,0,0.034,0,0,0,0,0,0,0,0
1218,"INF STD 289 - TADIC, L.K.",0,0.5,0,0.3,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,"INF STD 289 - VANCOUR, S.G.",0,0.462,0.462,0.077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1220,"INF STD 30 - LIEVROUW, L.A.",0,0.235,0.338,0.191,0.147,0.029,0.044,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3035,"INF STD 30 - VANCOUR, S.G.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178,0.311,0.289,0.178,0.044,0,0,0,0,0,0,0
1221,"INF STD 423 - KARATSU, R.D.",0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036,"INF STD 423 - MONTOYA, R.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1222,"INF STD 431 - GILLILAND, A.J.",0.025,0.6,0.35,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3037,"INF STD 431 - RAMIREZ, M.H.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.073,0.439,0.341,0.146,0,0,0,0,0,0,0,0,0
3038,"INF STD 432 - ELDER, R.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.118,0.824,0.059,0,0,0,0,0,0,0,0,0,0
1223,"INF STD 434 - CASWELL, M.L.",0,0.615,0.385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1224,"INTL DV 1 - ANJUM, E.",0.01,0.466,0.343,0.083,0.059,0.025,0.005,0,0.01,0,0,0,0,0.048,0.338,0.376,0.148,0.048,0.029,0.005,0,0,0,0,0,0.01
1225,"INTL DV 160 - FUENTES-DASTE, L.",0.074,0.111,0.111,0.296,0.37,0,0,0,0,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0
1226,"INTL DV 160 - ROSS, M.L.",0.056,0.296,0.093,0.111,0.278,0.037,0.056,0.074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1227,"INTL DV 191 - FUENTES-DASTE, L.",0.083,0.042,0.208,0.125,0.292,0.083,0.125,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3039,"INTL DV 191 - HARRIS, K.K.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.667,0.278,0.056,0,0,0,0,0,0,0,0,0
3040,"INTL DV M150 - ROSS, M.L.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.656,0.125,0.047,0.125,0,0,0.016,0,0,0,0,0
1228,"IRANIAN 102A - HAGIGI, L.E.",0.1,0.8,0.1,0,0,0,0,0,0,0,0,0,0,0,0.857,0.071,0.071,0,0,0,0,0,0,0,0,0
1229,"IRANIAN 103A - INGENITO, D.",0.8,0.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3041,"IRANIAN 164 - MOUSAVI, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1230,"IRANIAN 1A - POURZANGI, B.",0,0.778,0.222,0,0,0,0,0,0,0,0,0,0,0,0.826,0.13,0.043,0,0,0,0,0,0,0,0,0
1231,"IRANIAN 20A - HAGIGI, L.E.",0,0.786,0.143,0,0.071,0,0,0,0,0,0,0,0,0.083,0.75,0.167,0,0,0,0,0,0,0,0,0,0
1232,"IRANIAN 20A - HAGIGI, L.E. LEC 2",0,0.842,0.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3042,"IRANIAN 55 - INGENITO, D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.493,0.319,0.188,0,0,0,0,0,0,0,0,0,0
1233,"IRANIAN M105A - SAIEDI, N.",0,0.651,0.279,0.07,0,0,0,0,0,0,0,0,0,0,0.957,0.022,0.022,0,0,0,0,0,0,0,0,0
1234,"IRANIAN M60 - SHAYEGAN, M.R.",0.143,0,0.429,0,0.286,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3043,"ISLM ST M20 - SAYEED, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.639,0.096,0.108,0.096,0.012,0,0.024,0,0,0,0,0.024
1235,"ITALIAN 1 - LAVAGNINO, C.G.",0.188,0.312,0,0.062,0.062,0,0.125,0.062,0.062,0,0.125,0,0,0.458,0.25,0.167,0.042,0.042,0.042,0,0,0,0,0,0,0
1236,"ITALIAN 1 - LAVAGNINO, C.G. LEC 2",0.062,0.188,0.375,0.188,0.125,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1237,"ITALIAN 1 - LAVAGNINO, C.G. LEC 3",0.208,0.458,0.083,0.125,0.042,0,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1238,"ITALIAN 1 - LAVAGNINO, C.G. LEC 4",0.067,0.333,0.067,0.267,0.067,0,0.133,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,"ITALIAN 1 - LAVAGNINO, C.G. LEC 5",0.278,0.278,0.333,0.056,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3044,"ITALIAN 1 - TOGNOZZI, E.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.579,0.053,0.158,0.053,0,0,0,0,0,0,0,0
3045,"ITALIAN 1 - TOGNOZZI, E.A. LEC 5",0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0.375,0.125,0.25,0.062,0.062,0.062,0,0,0,0,0,0
3046,"ITALIAN 1 - TRUONG, H.T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.357,0.286,0.071,0.071,0.071,0,0,0.143,0,0,0,0,0
3047,"ITALIAN 1 - TRUONG, H.T. LEC 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0.217,0.304,0.13,0.174,0,0.087,0,0,0,0.043,0,0,0.043
3048,"ITALIAN 110 - MOUDARRES, A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.158,0.579,0.105,0.053,0.026,0.026,0.026,0,0,0,0,0,0.026
1240,"ITALIAN 114B - MOROSINI, R.",0.4,0.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3049,"ITALIAN 2 - TOGNOZZI, E.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.4,0.067,0.067,0.267,0,0.067,0.067,0,0,0,0,0
1241,"ITALIAN 2 - TRUONG, H.T.",0.111,0.444,0.111,0.111,0,0,0,0.111,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0,0
1242,"ITALIAN 2 - TRUONG, H.T. LEC 2",0.188,0.438,0.125,0.125,0,0.062,0,0,0.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1243,"ITALIAN 3 - SPANO, O.",0.125,0.375,0,0.375,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1244,"ITALIAN 3 - SPANO, O. LEC 2",0.067,0.333,0.133,0.133,0.2,0.067,0,0,0,0,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3050,"ITALIAN 3 - TOGNOZZI, E.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.3,0.25,0,0.05,0.05,0,0,0,0,0,0,0
1245,"ITALIAN 4 - LAVAGNINO, C.G.",0.111,0.556,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3051,"ITALIAN 4 - TOGNOZZI, E.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.143,0.714,0,0.071,0.071,0,0,0,0,0,0,0,0
1246,"ITALIAN 46 - HARRISON, T.J.",0.01,0.245,0.275,0.127,0.157,0.049,0.039,0.039,0,0.029,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0
3052,"ITALIAN 6 - TOGNOZZI, E.A.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.818,0.182,0,0,0,0,0,0,0,0,0,0,0
1247,"JAPAN 1 - KAWANISHI, Y.",0.023,0.402,0.218,0.08,0.126,0.046,0.023,0.034,0,0.011,0,0.011,0.023,0.227,0.573,0.147,0.027,0.013,0,0,0,0.013,0,0,0,0
1248,"JAPAN 1 - TAKAKURA, A.H.",0.165,0.459,0.271,0.012,0.024,0.024,0,0.024,0,0,0.012,0.012,0,0.321,0.526,0.128,0.013,0.013,0,0,0,0,0,0,0,0
1249,"JAPAN 100A - NOGAMI, Y.",0.022,0.178,0.222,0.067,0.089,0.178,0.067,0.022,0.111,0,0.022,0,0.022,0,0.154,0.462,0.115,0.115,0.038,0,0,0.077,0,0,0,0.038
1250,"JAPAN 100R - IKEDA, E.",0,0.235,0.412,0.294,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3053,"JAPAN 100R - TAYLOR, Y.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.4,0.25,0.05,0.2,0.05,0,0,0,0,0,0,0
1251,"JAPAN 101A - KAWANISHI, Y.",0.105,0.526,0.263,0,0.053,0,0.053,0,0,0,0,0,0,0.182,0.591,0.091,0,0.045,0,0.045,0,0,0,0,0,0.045
1252,"JAPAN 110A - KANESAKA, K.K.",0.273,0,0.091,0.364,0,0.182,0,0,0.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3054,"JAPAN 110A - SHIMAZAKI, S.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588,0.235,0,0.059,0,0,0,0,0.059,0.059,0,0
3055,"JAPAN 155 - SHIMA, K.M.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.45,0.025,0,0,0.025,0,0,0,0,0,0,0
1253,"JAPAN 161 - BODIFORD, W.M.",0.033,0.333,0.033,0.233,0.2,0.033,0,0.1,0,0,0,0,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0
1254,"JAPAN 191B - YAMAZAKI, J.",0,0.571,0.214,0,0.071,0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1255,"JAPAN 297B - YAMAZAKI, J.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1256,"JAPAN 4 - IKEDA, E.",0.148,0.074,0.37,0.185,0.111,0,0.074,0,0,0,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3056,"JAPAN 4 - LEE, D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.061,0.485,0.273,0.091,0.061,0.03,0,0,0,0,0,0,0
1257,"JAPAN 4 - MENJO, S.",0,0.048,0.286,0.238,0.19,0.048,0,0.095,0.048,0.048,0,0,0,0,0.471,0.353,0.088,0.059,0,0.029,0,0,0,0,0,0
3057,"JAPAN 50 - DUTHIE, T.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.104,0.736,0.135,0.005,0.01,0.005,0,0.005,0,0,0,0,0
1258,"JAPAN 50 - KANESAKA, K.K.",0.052,0.382,0.272,0.092,0.081,0.035,0.023,0.017,0.023,0,0.012,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0
1259,"JEWISH 175 - HAKAK, L.",0,0.529,0.059,0.029,0.176,0,0.029,0.088,0.029,0,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1260,"JEWISH M10 - BONESHO, C.E.",0.111,0.444,0.185,0.037,0.111,0.037,0,0,0.037,0,0,0,0.037,0.029,0.286,0.314,0.143,0.143,0,0.029,0.029,0,0,0,0,0.029
3058,"JEWISH M144 - ABRAMSON, S.D.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.067,0.733,0,0,0.2,0,0,0,0,0,0,0,0
1261,"JEWISH M182A - SMOAK, J.D.",0,0.417,0.25,0.25,0.083,0,0,0,0,0,0,0,0,0,0.35,0.3,0.05,0.15,0.1,0,0,0,0,0.05,0,0
1262,"KOREA 1 - CHOI, J.B.",0.259,0.447,0.188,0.012,0.082,0.012,0,0,0,0,0,0,0,0.536,0.371,0.041,0.021,0,0.01,0.01,0.01,0,0,0,0,0
1263,"KOREA 1 - MITSUNAGA, J.I.",0.303,0.382,0.146,0.09,0.045,0.034,0,0,0,0,0,0,0,0.564,0.298,0.053,0.021,0.021,0.032,0,0.011,0,0,0,0,0
1264,"KOREA 100A - YOON, J.E.",0.167,0.208,0.167,0.125,0.167,0.083,0.042,0.042,0,0,0,0,0,0.121,0.485,0.242,0.03,0.091,0.03,0,0,0,0,0,0,0
1265,"KOREA 101A - YOON, J.E.",0,0.5,0.2,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1266,"KOREA 102A - CHOI, J.B.",0.05,0.9,0.05,0,0,0,0,0,0,0,0,0,0,0.222,0.778,0,0,0,0,0,0,0,0,0,0,0
