LOCATION ACCOUNT #,BUSINESS NAME,DBA NAME,STREET ADDRESS,CITY,ZIP CODE,LOCATION DESCRIPTION,MAILING ADDRESS,MAILING CITY,MAILING ZIP CODE,NAICS,PRIMARY NAICS DESCRIPTION,COUNCIL DISTRICT,LOCATION START DATE,LOCATION END DATE,LOCATION
0002525527-0001-4,M J G INC,,10787 WILSHIRE BLVD #1701,LOS ANGELES,90024-4475,10787 WILSHIRE 90024-4475,,,,,,5,11/01/2010,09/30/2012,
0002621019-0001-5,MAHMOUD AMIRSOLEIMANI,,10787 WILSHIRE BLVD UNIT #1604,LOS ANGELES,90024-4475,10787 WILSHIRE 90024-4475,,,,,,5,12/01/2008,08/23/2013,
0002690745-0001-2,MATRIX MULTIMEDIA LLC,,10750 WILSHIRE BLVD SUITE #301,LOS ANGELES,90024-4476,10750 WILSHIRE 90024-4476,,,,,,5,02/01/2011,12/31/2012,
0000778439-0001-4,JANIS & A EDWARD HORAN,,10750 WILSHIRE BLVD #303,LOS ANGELES,90024-4476,10750 WILSHIRE 90024-4476,,,,,,5,01/01/1999,12/31/2010,
0003191729-0001-8,CRE ALL PHARMACY,,10750   WILSHIRE BLVD   APT #1302,LOS ANGELES,90024-4477,10750 WILSHIRE 90024,10750   WILSHIRE BLVD   SUITE #1302,LOS ANGELES,90024-4477,,,5,04/06/2020,,"(34.0599, -118.4382)"
0002968725-0001-1,RAND RESOURCES INTERNATIONAL INC,,10750   WILSHIRE BLVD   SUITE #1307,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,531390,Other activities related to real estate,5,01/01/2016,,"(34.0598, -118.438)"
0002670612-0001-7,PREMIER LEAGUE INC.,,10750 WILSHIRE BLVD #1404,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,531310,Real estate property managers,5,01/01/2012,,"(34.0603, -118.438)"
0002513012-0001-6,ST. JOHN'S WOOD LLC,,10750 WILSHIRE BLVD    #1404,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,,,5,07/18/2008,12/31/2011,
0002451514-0001-1,WELLESLEY MANOR CORP,,10750 WILSHIRE BLVD SUITE #1404,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,,,5,05/01/2005,12/31/2014,
0002562664-0001-7,WEST END REALTY,,10750 WILSHIRE BLVD #1404,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,,,5,02/22/2006,12/29/2015,
0002220218-0001-8,PALACE TEXAS LLC,,10750 WILSHIRE BLVD UNIT #1404,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,,,5,01/01/2005,11/04/2005,
0002638663-0001-2,WEMBLEY PARK LLC,,10750 WILSHIRE BLVD #1404,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,,,5,06/23/2010,12/03/2012,
0002217738-0002-9,HARRIET ROCHLIN,,10750 WILSHIRE BLVD UNIT #1203,LOS ANGELES,90024-4477,10750 WILSHIRE 90024-4477,,,,,,5,03/11/2008,12/31/2017,
0003037556-0001-9,THE PEOPLE WALKER LLC,,10790   WILSHIRE BLVD   APT #1103,LOS ANGELES,90024-4478,10790 WILSHIRE 90024-4478,10790   WILSHIRE BLVD   APT #1103,LOS ANGELES,90024-4478,812990,All other personal services,5,02/21/2018,,"(34.0596, -118.4392)"
0000703208-0001-1,BARBARA STERLING,CHATEAU BRENTANA,10790 WILSHIRE BLVD APT #1104,LOS ANGELES,90024-4478,10790 WILSHIRE 90024-4478,9454 WILSHIRE BLVD #550,BEVERLY HILLS,90212-2905,531100,Lessors of real estate (including mini warehouses & self-storage units),5,11/01/1963,,"(34.06, -118.4393)"
0003066070-0001-0,SARBAZ LAW CORP,,10790   WILSHIRE BLVD   APT #1103,LOS ANGELES,90024-4478,10790 WILSHIRE 90024,10790   WILSHIRE BLVD   UNIT #1103,LOS ANGELES,90024-4478,,,5,01/01/2018,,"(34.0596, -118.4392)"
0002758118-0001-4,FARAHAN INCORPORATED,,10790 WILSHIRE BLVD SUITE #1002,LOS ANGELES,90024-4478,10790 WILSHIRE 90024-4478,,,,115310,Support activities for forestry,5,06/10/2013,,"(34.06, -118.4393)"
0002578331-0001-8,SALADFARM FRANCHISE INC,,10790 WILSHIRE BLVD #805,LOS ANGELES,90024-4478,10790 WILSHIRE 90024-4478,,,,722211,Limited-service eating places,5,08/21/2010,,"(34.06, -118.4393)"
0000048593-0001-0,KAREN VICTORIA WOO,,10790 WILSHIRE BLVD #904,LOS ANGELES,90024-4478,10790 WILSHIRE 90024-4478,,,,423990,Other miscellaneous durable goods,5,09/01/2002,,"(34.0599, -118.4393)"
0000896854-0001-5,FOUR QUARTERS CORP,,10790 WILSHIRE BLVD #904,LOS ANGELES,90024-4478,10790 WILSHIRE 90024-4478,,,,561500,Travel arrangement & reservation services,5,01/21/1998,,"(34.06, -118.4393)"
0002173193-0001-4,NEDA GHODS JOOURABCHI,,10790 WILSHIRE BLVD UNIT #805,LOS ANGELES,90024-4478,10790 WILSHIRE 90024-4478,,,,,,5,07/01/2004,,"(34.06, -118.4393)"
0003199775-0001-6,"LAS EQUITY, LLC",,10700 WILSHIRE BLVD SUITE #701,LOS ANGELES,90024-4479,10700 WILSHIRE 90024-4479,10700   WILSHIRE BLVD   APT #701,LOS ANGELES,90024-4479,541600,"Management, scientific, & technical consulting services",5,12/03/2019,,
0003194219-0001-5,ALEXANDER SHEKHTER,,10700   WILSHIRE BLVD   APT #701,LOS ANGELES,90024-4479,10700 WILSHIRE 90024,10700   WILSHIRE BLVD   APT #701,LOS ANGELES,90024-4479,721100,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",5,04/23/2020,,"(34.0604, -118.436)"
0002814082-0001-5,MORAGA CONSULTING LLC,,10700 WILSHIRE BLVD SUITE #610,LOS ANGELES,90024-4479,10700 WILSHIRE 90024-4479,,,,561110,Office administrative services,5,06/20/2014,,"(34.0608, -118.4357)"
0002106074-0001-1,MATTHEW STEPHEN JONES,,10700 WILSHIRE BLVD UNIT #110,LOS ANGELES,90024-4479,10700 WILSHIRE 90024-4479,,,,,,5,07/01/2002,12/31/2006,
0000047176-0001-6,DAVID A ALLEN,,10700 WILSHIRE BLVD #108,LOS ANGELES,90024-4479,10700 WILSHIRE 90024-4479,,,,,,5,08/01/2003,12/31/2004,
0000796873-0001-2,MASSOUD GABAEE,GENERAL CARPET/GENERAL ENTERPRISES,10701 WILSHIRE BLVD #2204,LOS ANGELES,90024-4480,10701 WILSHIRE 90024-4480,,,,424990,Other miscellaneous nondurable goods,5,01/01/1997,,"(34.0608, -118.4357)"
0002170463-0001-6,MICRO LEAGUE INC,,10701 WILSHIRE BLVD #2206,LOS ANGELES,90024-4480,10701 WILSHIRE 90024-4480,,,,,,5,02/01/2005,12/31/2009,
0002556777-0001-5,SONIA LOHIYA KRISHNA,,10790 WILSHIRE BLVD UNIT #505,LOS ANGELES,90024-4482,10790 WILSHIRE 90024-4482,,,,,,5,01/01/2009,08/01/2014,
0003104699-0001-0,QUINELLA CORPORATION,,10717   WILSHIRE BLVD   APT #1103,LOS ANGELES,90024-4483,10717 WILSHIRE 90024,10717   WILSHIRE BLVD   APT #1103,LOS ANGELES,90024-4483,541990,"All other professional, scientific, & technical services",5,01/01/2019,,"(34.0611, -118.4366)"
0002067530-0001-9,VALENTINA BALBAGO,,10717 WILSHIRE BLVD APT #1003,LOS ANGELES,90024-4483,10717 WILSHIRE 90024-4483,,,,,,5,01/01/2001,12/31/2005,
0000483697-0001-7,JENIFFER BIGGER,,10717 WILSHIRE BLVD #PH4,LOS ANGELES,90024-4483,10717 WILSHIRE 90024,,,,,,5,03/15/2004,12/31/2006,
0002559118-0001-1,LIZ LAUD,LIZ LAUD,10790 WILSHIRE BLVD APT #706,LOS ANGELES,90024-4484,10790 WILSHIRE 90024-4484,,,,812990,All other personal services,5,12/01/2008,,"(34.06, -118.4393)"
0000293068-0001-7,MEHRNAZ MEHRKHAH,,10790 WILSHIRE BLVD #602,LOS ANGELES,90024-4484,10790 WILSHIRE 90024-4484,,,,,,5,06/01/2006,06/30/2007,
0000384368-0001-8,PROTECT A PET INC,,10790 WILSHIRE BLVD #501,LOS ANGELES,90024-4484,10790 WILSHIRE 90024,,,,,,5,04/01/2001,12/31/2003,
0002338268-0001-6,SAEED MOSSANEN,,10790 WILSHIRE BLVD APT #1401,LOS ANGELES,90024-4485,10790 WILSHIRE 90024-4485,,,,,,5,01/02/2004,12/31/2007,
0000299203-0001-2,MARILYN KOURILSKY,,10790 WILSHIRE BLVD #1501,LOS ANGELES,90024-4485,10790 WILSHIRE 90024-4485,,,,611000,"Educational services (including schools, colleges, & universities)",5,01/01/2001,,"(34.06, -118.4393)"
0002626135-0001-9,CHRISTIAN KARL,ALL MY DOGS,10790 WILSHIRE BLVD #1204,LOS ANGELES,90024-4486,10790 WILSHIRE 90024-4486,10449   ASHTON AVENUE   APT #105,LOS ANGELES,90024-5185,812910,Pet care (except veterinary) services,5,06/28/2012,,"(34.06, -118.4393)"
0002307410-0001-1,BRIAN J COHEN,BJCWEB,10790 WILSHIRE BLVD UNIT #1202,LOS ANGELES,90024-4486,10790 WILSHIRE 90024-4486,POST OFFICE BOX #35471,LOS ANGELES,90035-0471,443120,Computer & software stores,5,01/01/2001,,"(34.06, -118.4393)"
0000105171-0001-9,DAVID L SAVITT,,10790 WILSHIRE BLVD #1601,LOS ANGELES,90024-4487,10790 WILSHIRE 90024-4487,,,,,,5,01/01/1985,12/31/2011,
0002755834-0001-9,AM PRODUCTIONS LLC,,10750 WILSHIRE BLVD APT #602,LOS ANGELES,90024-4488,10750 WILSHIRE 90024-4488,,,,541510,Computer systems design & related services,5,01/01/2011,,"(34.0603, -118.438)"
0002183809-0001-2,CHORISMA INC,CHORISMA DESIGNS,10750 WILSHIRE BLVD SUITE #1104,LOS ANGELES,90024-4489,10750 WILSHIRE 90024-4489,,,,,,5,02/01/1989,,"(34.0603, -118.438)"
0002687419-0001-0,"ABDOLREZA SAMENI, DDS",,10750 WILSHIRE BLVD APT #1602,LOS ANGELES,90024-4491,10750 WILSHIRE 90024-4491,,,,,,5,01/01/2011,12/31/2017,
0002449656-0001-5,C A R E ALL PHARMACY,CDRX,10750 WILSHIRE BLVD UNIT #1702,LOS ANGELES,90024-4491,10750 WILSHIRE 90024-4491,POST OFFICE BOX #49515,LOS ANGELES,90049-0515,339110,Medical equipment & supplies mfg.,5,06/30/2009,,"(34.0599, -118.4382)"
0002741295-0001-1,VERSAILLES TRADING LLC,,10750 WILSHIRE BLVD #1804,LOS ANGELES,90024-4491,10750 WILSHIRE 90024-4491,,,,541990,"All other professional, scientific, & technical services",5,01/10/2013,,"(34.0603, -118.438)"
0002528430-0001-0,"11515 ROCHESTER, LLC",11515 ROCHESTER LLC,10750 WILSHIRE BLVD UNIT #1703,LOS ANGELES,90024-4491,10750 WILSHIRE 90024-4491,10750 WILSHIRE BLVD #1703,LOS ANGELES,90024-4491,531100,Lessors of real estate (including mini warehouses & self-storage units),5,06/15/2008,,"(34.0603, -118.438)"
0002741277-0001-2,MAGIC PRODUCTIONS LLC,,10750 WILSHIRE BLVD #1804,LOS ANGELES,90024-4491,10750 WILSHIRE 90024-4491,,,,,,5,02/05/2013,12/06/2016,
0000015355-0021-1,AUDIO VISUAL SERVICES GROUP LLC,,10740 WILSHIRE BLVD,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,1700 E GOLF ROAD SUITE #400,SCHAUMBURG,60173-5820,,,5,01/01/2019,,"(34.0604, -118.4375)"
0002461631-0001-0,"KIMPTON HOTEL AND RESTAURANT GROUP, LLC",,10740 WILSHIRE BLVD,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,222 KEARNY STREET SUITE #200,SAN FRANCISCO,94108-4537,541600,"Management, scientific, & technical consulting services",5,06/01/2007,11/30/2013,"(34.0604, -118.4375)"
0002786669-0001-2,RHCP LESSEE LLC,HOTEL PALOMAR - BEVERLY HILLS,10740 WILSHIRE BLVD,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,10740   WILSHIRE BLVD,LOS ANGELES,90024-4493,721100,"Traveler accommodation (including hotels, motels, & bed & breakfast inns)",5,11/20/2014,,"(34.0604, -118.4375)"
0002089741-0001-1,TATUM & TUNNEY,JADE,10740 WILSHIRE BLVD #921,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,,,,,,5,01/23/2006,12/31/2011,"(34.0604, -118.4375)"
0002267516-0001-0,STAR BEVERAGES LLC,,10740 WILSHIRE BLVD UNIT #20,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,,,,,,5,06/01/2005,10/03/2008,
0000387941-0001-0,LOUIS/LANCE WALTER,,10740 WILSHIRE BLVD,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,,,,,,5,01/01/1978,12/31/2008,
0002397516-0001-4,SWANK AUDIO VISUALS,,10740 WILSHIRE BLVD,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,,,,,,5,01/01/2009,12/31/2013,
0002437262-0001-7,TUNNEY INC,,10740 WILSHIRE BLVD #921,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,,,,,,5,11/05/2008,12/31/2011,
0000239943-0001-6,"BEHRINGER HARVARD WILSHIRE BLVD, LP",,10740 WILSHIRE BLVD,LOS ANGELES,90024-4493,10740 WILSHIRE 90024-4493,,,,,,5,04/01/1973,11/19/2014,
0002411855-0001-0,EL AD WILSHIRE LLC,,10766 WILSHIRE BLVD #404,LOS ANGELES,90024-4494,10766 WILSHIRE 90024-4494,,,,,,5,06/18/2007,12/31/2019,
0002259003-0008-7,THE MARK COMPANY,,10776 WILSHIRE BLVD,LOS ANGELES,90024-4494,10776 WILSHIRE 90024-4494,,,,,,5,03/15/2010,08/12/2010,
0000036167-0002-1,CENTURY WILSHIRE INC,,10776 WILSHIRE BLVD,LOS ANGELES,90024-4494,10776 WILSHIRE 90024-4494,,,,,,5,08/01/1975,08/16/2006,
0000656242-0001-7,EMOU & EMOU INC,,10776 WILSHIRE BLVD #102,LOS ANGELES,90024-4494,10776 WILSHIRE 90024,,,,,,5,04/15/2002,12/31/2002,
0000036167-0001-3,CENTURY WILSHIRE INC,,10776 WILSHIRE BLVD,LOS ANGELES,90024-4494,10776 WILSHIRE 90024-4494,,,,,,5,08/01/1975,08/09/2006,
0000422445-0001-8,LOVELETTERS INC,,10776 WILSHIRE BLVD,LOS ANGELES,90024-4494,10776 WILSHIRE 90024-4494,,,,,,5,05/01/1995,12/31/2006,
0002190284-0001-4,KIMI COM LLC,,10714 1/2 WILSHIRE BLVD #2,LOS ANGELES,90024-4496,10714 WILSHIRE 90024-4496,,,,,,5,08/01/2005,12/31/2007,
0002110858-0001-0,KAMRAN FARHADI,,10712 WILSHIRE BLVD,LOS ANGELES,90024-4496,10712 WILSHIRE 90024-4496,,,,,,5,04/19/2000,12/31/2008,
0002224166-0001-8,ANNABEL MARIE NEWELL,,10777 WILSHIRE BLVD SUITE #5,LOS ANGELES,90024-4498,10777 WILSHIRE 90024-4498,,,,,,5,02/08/2007,12/31/2013,
0002628889-0001-7,VAMSI KRISHNA,,10790 WILSHIRE BLVD,LOS ANGELES,90024-4499,10790 WILSHIRE 90024-4499,,,,,,5,07/01/2011,08/01/2014,
0002978212-0001-9,CLIVE FOX MUSIC LLC,,10790   WILSHIRE BLVD,LOS ANGELES,90024-4499,10790 WILSHIRE 90024-4499,,,,,,5,01/01/2017,12/31/2017,
0002457240-0001-3,FRED & BARBARA MILLER FAMILY PARTNERSHIP,,10580 WILSHIRE BLVD #25NW,LOS ANGELES,90024-4500,10580 WILSHIRE 90024-4500,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,02/01/1986,,"(34.0619, -118.4332)"
0002517031-0001-8,MICHAEL H RITTER,,10580 WILSHIRE BLVD,LOS ANGELES,90024-4500,10580 WILSHIRE 90024-4500,,,,,,5,01/01/2008,12/31/2010,
0002370214-0001-7,KHOSROW TABADDOR MD INC,,10590   WILSHIRE BLVD   #1002,LOS ANGELES,90024-4501,10590 WILSHIRE 90024-4501,,,,,,5,08/01/2008,10/31/2019,
0003123070-0001-8,SHIVA SARRAF,,10590   WILSHIRE BLVD   #1,LOS ANGELES,90024-4501,10590 WILSHIRE 90024-4501,,,,,,5,01/01/2016,01/31/2016,
0002976476-0001-1,COORDIN8CARE LLC,,10590   WILSHIRE BLVD   #1603,LOS ANGELES,90024-4501,10590 WILSHIRE 90024-4501,,,,812990,All other personal services,0,04/01/2017,,"(34.0613, -118.4332)"
0002548985-0001-4,KAVIAN TRUST,,10590   WILSHIRE BLVD   #1601,LOS ANGELES,90024-4501,10590 WILSHIRE 90024-4501,10590   WILSHIRE BLVD   UNIT #1601,LOS ANGELES,90024-4563,532290,Other consumer goods rental,5,06/26/2009,,"(34.0613, -118.4332)"
0002891937-0001-2,EXPRESS CONSULTING LLC,,10590   WILSHIRE BLVD   #101,LOS ANGELES,90024-4501,10590 WILSHIRE 90024-4501,,,,,,5,09/17/2015,12/31/2016,
0002580255-0001-3,TARA INTERNATIONAL TRADING INC,,10590   WILSHIRE BLVD   #305,LOS ANGELES,90024-4501,10590 WILSHIRE 90024-4501,,,,,,5,10/04/2011,12/31/2018,
0002290828-0001-5,JUSTIN GHIAM,,10540   WILSHIRE BLVD   #203,LOS ANGELES,90024-4502,10540 WILSHIRE 90024-4502,10540   WILSHIRE BLVD   ##203,LOS ANGELES,90024-7321,,,5,11/15/2005,12/31/2015,
0002810281-0001-8,DAVID LORANGO,,10535   WILSHIRE BLVD   #909,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,10535   WILSHIRE BLVD   APT #909,LOS ANGELES,90024-4559,,,5,01/01/2015,,"(34.0634, -118.4331)"
0003045870-0001-5,SANAM NAVAB,,10535   WILSHIRE BLVD   #1404,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,,,,541100,Legal services,5,04/02/2018,,"(34.0634, -118.4331)"
0003045499-0001-1,MAGIC DATES LLC,,10535   WILSHIRE BLVD   #1710,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,,,,311400,Fruit & vegetable preserving & speciality food mfg.,5,01/01/2017,,"(34.0634, -118.4331)"
0002949875-0001-1,JI HYUN PARK,,10535   WILSHIRE BLVD   #1410,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,,,,812990,All other personal services,5,11/01/2016,,"(34.0634, -118.4331)"
0002696310-0001-0,MAHJOOB MOBARRA,HOSSEIN MOAHJOOB MABARRA | HOSSEIN MOAHJOOB MOBARRA,10535 WILSHIRE BLVD UNIT #11014,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,1441 WESTWOOD BLVD #C,LOS ANGELES,90024-4938,611000,"Educational services (including schools, colleges, & universities)",5,10/01/2012,,"(34.0626, -118.4328)"
0002898699-0001-0,MADELAINE BRODY,,10535   WILSHIRE BLVD   #1204,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,,,,541600,"Management, scientific, & technical consulting services",5,01/01/2015,,"(34.0634, -118.4331)"
0002475168-0001-7,COLLEEN B WEISS,DECOR DESIGN,10535 WILSHIRE BLVD,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,,,,541400,"Specialized design services (including interior, industrial, graphic, & fashion design)",5,01/01/2006,12/31/2013,"(34.0626, -118.4328)"
0002943121-0001-4,RLH ENTERTAINMENT LLC,,10535   WILSHIRE BLVD   #505,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,1925   CENTURY PARKS  E FLOOR #16,LOS ANGELES,90067-2701,115310,Support activities for forestry,5,10/24/2016,,"(34.0634, -118.4331)"
0002715507-0001-1,GERMAN ROTKOP,,10535   WILSHIRE BLVD   #608,LOS ANGELES,90024-4503,10535 WILSHIRE 90024-4503,,,,,,5,02/01/2012,01/22/2016,
0002804998-0001-3,SPECIAL MARKETING STRATEGIES LLC,SPECIAL MARKETING STRATEGIES LLC,10580 WILSHIRE BLVD    #8,LOS ANGELES,90024-4506,10580 WILSHIRE 90024-4506,,,,541910,Market research & public opinion polling,5,01/01/2015,12/31/2019,"(34.0619, -118.4332)"
0002828890-0001-1,"STAR-LITE PARKING SERVICES, INC.",,10500 WILSHIRE BLVD,LOS ANGELES,90024-4510,10500 WILSHIRE 90024-4510,POST OFFICE BOX #1361,GLENDALE,91209-1361,812930,Parking lots & garages,5,05/15/2015,,"(34.0642, -118.4321)"
0000178091-0001-4,SEPHARDIC JEWISH COMMUNITY & BROTHERHOOD OF LOS ANGELES,SEPHARDIC TEMPLE TIFERETH ISRAEL & EARLY CHILDHOOD CENTER,10500 WILSHIRE BLVD,LOS ANGELES,90024-4510,10500 WILSHIRE 90024-4510,,,,611000,"Educational services (including schools, colleges, & universities)",5,08/13/2004,,"(34.0642, -118.4321)"
0002540668-0001-8,YAZDSHAHR LLC,,10550 WILSHIRE BLVD APT #804,LOS ANGELES,90024-4511,10550 WILSHIRE 90024-4511,,,,,,5,03/24/2009,01/01/2012,
0000121636-0001-1,DAN/JANE CHEVRON,,10550 WILSHIRE BLVD #903,LOS ANGELES,90024-4511,10550 WILSHIRE 90024-4511,,,,531100,Lessors of real estate (including mini warehouses & self-storage units),5,04/15/1977,,"(34.0626, -118.4328)"
0002328207-0001-3,KASSMEN SERVICES INC,,10550 WILSHIRE BLVD #803,LOS ANGELES,90024-4511,10550 WILSHIRE 90024-4511,,,,,,5,06/01/2006,12/31/2007,
0002200104-0001-5,RALPH GOLDMAN,,10580 WILSHIRE BLVD APT #36,LOS ANGELES,90024-4512,10580 WILSHIRE 90024-4512,,,,,,5,01/01/2004,12/31/2007,
0002795514-0001-2,WENJI HUANG,,10535   WILSHIRE BLVD   UNIT #407,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,10/01/2012,01/01/2019,
0002952520-0001-1,GO TOGETHER INC,,10535   WILSHIRE BLVD   APT #504,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,541990,"All other professional, scientific, & technical services",5,09/12/2016,,"(34.0634, -118.4331)"
0003043544-0001-3,NOAH TOATES,TOATESCRAFT MOUNTY ACCESSORIES,10535   WILSHIRE BLVD   APT #514,LOS ANGELES,90024-4514,10535 WILSHIRE 90024,10535   WILSHIRE BLVD   APT #514,LOS ANGELES,90024-4514,,,5,04/19/2018,,"(34.0634, -118.4331)"
0002430818-0001-4,AKE TZU HUI LU,,10535 WILSHIRE BLVD APT #512,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,01/01/2009,12/31/2019,
0003049931-0001-2,MOUNTY.LIFE ACCESSORIES LLC,,10535   WILSHIRE BLVD   APT #514,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,04/19/2018,05/04/2019,
0002786062-0001-1,SANAZ A TAFTI MD INC,,10535 WILSHIRE BLVD APT #406,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,621111,Offices of physicians (except mental health specialists),5,10/15/2014,,"(34.0626, -118.4328)"
0002680872-0001-1,ALLISON ENGSTROM,,10535 WILSHIRE BLVD APT #510,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,01/01/2010,12/31/2014,
0002628306-0001-3,HAMILTON SOUTHER & ELIMELECH NISSIM (KOKIE),,10535 WILSHIRE BLVD UNIT #406,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,07/02/2012,12/31/2015,
0000047301-0001-4,TRACY PENHASKASHI,,10535 WILSHIRE BLVD #412,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,531210,Offices of real estate agents & brokers,5,07/16/2003,,"(34.0626, -118.4328)"
0002016104-0001-4,FARHAD KOHANIM,,10535 WILSHIRE BLVD SUITE #412,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,01/01/2001,01/01/2008,
0002286497-0001-1,LESLEE SMITH,,10535 WILSHIRE BLVD #512,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,01/01/2005,12/31/2005,
0002512334-0001-0,ENRIQUE TUPARAN,,10535 WILSHIRE BLVD #405,LOS ANGELES,90024-4514,10535 WILSHIRE 90024-4514,,,,,,5,07/14/2010,05/01/2013,
0000166777-0001-1,JACK PAUL,,10580 WILSHIRE BLVD UNIT #64,LOS ANGELES,90024-4515,10580 WILSHIRE 90024-4515,,,,,,5,05/15/1995,12/01/2012,
0000830806-0001-4,FEDERAL PROCUREMENT CONFERENCES INC,,10580 WILSHIRE BLVD UNIT #64,LOS ANGELES,90024-4515,10580 WILSHIRE 90024-4515,,,,,,5,04/20/1985,10/30/2016,
0002161388-0001-9,ENGLE PROPERTIES,,10580 WILSHIRE BLVD APT #74,LOS ANGELES,90024-4516,10580 WILSHIRE 90024-4516,,,,,,5,01/01/2000,12/31/2009,"(34.0619, -118.4332)"
0002548004-0001-7,FREILICH & POPOWITZ LLP,,10580 WILSHIRE BLVD SUITE #56,LOS ANGELES,90024-4516,10580 WILSHIRE 90024-4516,,,,541100,Legal services,5,01/10/2010,,"(34.0619, -118.4332)"
0002309383-0001-7,ROBERT H FREILICH,,10580 WILSHIRE BLVD ##56,LOS ANGELES,90024-4516,10580 WILSHIRE 90024-4516,,,,,,5,01/15/2008,12/31/2009,
0003211045-0001-4,"FMRL FILM4, LLC",,10550   WILSHIRE BLVD   APT #305,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,10550   WILSHIRE BLVD   APT #305,LOS ANGELES,90024-4517,,,5,09/09/2020,,"(34.0626, -118.4323)"
0002637064-0001-1,"MK HEALTHCARE SERVICES, INC.",,10550 WILSHIRE BLVD APT #302,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,,,,,,5,12/17/2010,12/31/2012,
0002674340-0001-3,"FMRL MEDIA, INC.",,10550   WILSHIRE BLVD   APT #305,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,10550   WILSHIRE BLVD   #305,LOS ANGELES,90024-4517,812990,All other personal services,5,03/25/2012,,"(34.0626, -118.4323)"
0003014908-0001-8,FMRL FILM2 LLC,,10550   WILSHIRE BLVD   APT #305,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,10550   WILSHIRE BLVD   UNIT #305,LOS ANGELES,90024-4517,,,5,04/10/2017,,"(34.0626, -118.4323)"
0000498548-0001-8,JILL I FINK,PAPER LADIES,10550 WILSHIRE BLVD #105,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,10550 WILSHIRE BLVD,LOS ANGELES,90024-4577,424990,Other miscellaneous nondurable goods,5,11/02/1988,,"(34.0626, -118.4328)"
0000800910-0001-0,BERLYNDE PRODUCTIONS LLC,,10550 WILSHIRE BLVD #302,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,,,,512100,Motion picture & video industries (except video rental),5,04/17/2000,12/31/2009,"(34.0626, -118.4328)"
0002677281-0001-6,STEALING SUMMERS LLC,,10550 WILSHIRE BLVD #201,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,,,,,,5,10/14/2010,12/31/2011,
0002447615-0001-1,RANA AZIMI,,10550 WILSHIRE BLVD #404,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,,,,,,5,05/15/2009,12/31/2010,
0000330488-0001-2,ERNEST CHAMBERS PRODUCTIONS INC,,10550 WILSHIRE BLVD #305,LOS ANGELES,90024-4517,10550 WILSHIRE 90024-4517,,,,,,5,01/01/1999,12/31/2015,
