"CLASS","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F"
"MATH 182 - JACOBS, M.A.",0.026,0.641,0.231,0.026,0,0,0.026,0.051,0,0,0,0,0
"MATH 206A - PAK, I.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 210A - BALMER, P.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 215A - MANNING, J.A.",0.167,0.583,0.167,0.083,0,0,0,0,0,0,0,0,0
"MATH 223M - RAMSEY, S.N.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 225A - HONDA, K.",0,0.357,0.429,0.071,0.071,0,0,0.071,0,0,0,0,0
"MATH 226C - LIU, K.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 237 - HILL, M.A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 245A - GANGBO, W.D.",0.25,0.5,0.1,0.05,0.05,0.05,0,0,0,0,0,0,0
"MATH 246A - TAO, T.C.",0.091,0.545,0.273,0,0,0,0,0,0.091,0,0,0,0
"MATH 251A - KHITRIK, M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 255A - AUSTIN, T.D.",0,0.7,0.2,0.1,0,0,0,0,0,0,0,0,0
"MATH 266A - ROPER, M.L.",0.091,0.909,0,0,0,0,0,0,0,0,0,0,0
"MATH 269A - ANDERSON, C.R.",0,0.737,0.211,0,0.053,0,0,0,0,0,0,0,0
"MATH 273A - MONTUFAR CUARTAS,",0.25,0.333,0.167,0.167,0.042,0,0,0,0,0,0,0,0.042
"MATH 275A - BISKUP, M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 285D - MARKS, A.S.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 285J - BERTOZZI, A.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MATH 31A - MAIMAITIYIMING, W.",0,0.649,0.134,0.04,0.109,0.02,0.01,0.01,0,0.015,0,0,0.015
"MATH 31A - WILLIS, M.S.",0,0.471,0.176,0.124,0.105,0.043,0.024,0.029,0.024,0,0.005,0,0
"MATH 31A - WILLIS, M.S. LEC 3",0,0.558,0.149,0.106,0.072,0.038,0.019,0.024,0.019,0,0.01,0,0.005
"MATH 31AL - CONLEY, W.J.",0,0.642,0.107,0.065,0.079,0.028,0.019,0.033,0.014,0,0.005,0,0.009
"MATH 31B - E0KOUTSA, K.",0,0.409,0.197,0.091,0.136,0.076,0.03,0.03,0.02,0,0,0.005,0.005
"MATH 31B - GANNON, K.A.",0.051,0.625,0.147,0.051,0.074,0.015,0.015,0.007,0,0.007,0,0,0.007
"MATH 31B - MORENO, A.J.",0,0.517,0.215,0.073,0.049,0.068,0.015,0.029,0,0.024,0.01,0,0
"MATH 31B - RADKE, E.M.",0.008,0.54,0.198,0.119,0.079,0.024,0,0.016,0,0,0,0.008,0.008
"MATH 32A - E0KOUTSA, K.",0,0.653,0.153,0.056,0.066,0.036,0.026,0.005,0,0.005,0,0,0
"MATH 32A - FILIPAZZI, S.",0.016,0.36,0.217,0.111,0.127,0.085,0.021,0.021,0.026,0,0.005,0,0.011
"MATH 32A - FILIPAZZI, S. LEC 5",0.005,0.303,0.297,0.114,0.103,0.07,0.027,0.07,0,0.005,0,0,0.005
"MATH 32A - SPAAS, P.",0,0.434,0.259,0.117,0.063,0.039,0.029,0.034,0.005,0.005,0,0,0.015
"MATH 32A - SPAAS, P. LEC 4",0,0.388,0.269,0.097,0.075,0.082,0.022,0.037,0.015,0.007,0,0,0.007
"MATH 32AH - CONLEY, W.J.",0,0.789,0.158,0,0.053,0,0,0,0,0,0,0,0
"MATH 32B - GLEIZER, O.",0,0.665,0.074,0.118,0.049,0.034,0.005,0.005,0.015,0.01,0.005,0.015,0.005
"MATH 32B - VENKATESH, S.N.",0,0.241,0.105,0.158,0.226,0.075,0.038,0.075,0.008,0,0.045,0.008,0.023
"MATH 33A - MORRIS WRIGHT, R.",0.161,0.475,0.157,0.081,0.072,0.022,0.013,0.013,0,0,0,0,0.004
"MATH 33A - MORRIS WRIGHT, R. LEC 3",0.134,0.519,0.162,0.046,0.088,0.014,0.023,0,0.014,0,0,0,0
"MATH 33A - SUZUKI, F.",0.019,0.668,0.106,0.082,0.067,0.019,0,0.014,0.01,0,0.005,0,0.01
"MATH 33B - CONLEY, W.J.",0.056,0.611,0.083,0.028,0.139,0,0.028,0.028,0,0.028,0,0,0
"MATH 33B - WANG, C.",0.092,0.806,0.055,0.023,0.009,0.009,0.005,0,0,0,0,0,0
"MATH 33B - WANG, C. LEC 2",0.117,0.724,0.075,0.033,0.014,0,0.005,0.009,0,0.005,0.005,0,0.014
"MATH 3A - GREENE, M.P.",0.151,0.74,0.041,0.041,0,0.014,0.014,0,0,0,0,0,0
"MATH 42 - MENZ, G.",0.353,0.265,0.088,0.118,0.088,0.088,0,0,0,0,0,0,0
"MATH 61 - OTTER, N.",0.187,0.48,0.064,0.058,0.094,0.058,0.006,0.012,0,0.012,0.006,0.012,0.012
"MATH 61 - RAMSEY, S.N.",0.01,0.41,0.21,0.103,0.077,0.123,0.005,0.031,0.026,0,0,0,0.005
"MC&IP 252 - WANG, Y.",0.143,0.286,0.429,0.071,0,0.071,0,0,0,0,0,0,0
"MCD BIO 104AL - LEE, P.",0,0.346,0.327,0.192,0.096,0.038,0,0,0,0,0,0,0
"MCD BIO 138 - RIGUEUR, D.",0,0.992,0.008,0,0,0,0,0,0,0,0,0,0
"MCD BIO 144 - LOWRY, W.E.",0.011,0.34,0.309,0.213,0.064,0.021,0.021,0,0.011,0,0,0,0.011
"MCD BIO 146 - GOLDSTEIN, A.",0.135,0.573,0.115,0.094,0.031,0.031,0.021,0,0,0,0,0,0
"MCD BIO 165A - PRUNET, N.",0.031,0.415,0.283,0.189,0.063,0.013,0,0,0,0.006,0,0,0
"MCD BIO 180A - RIGUEUR, D.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MCD BIO 191 - LIN, C.",0.083,0.333,0.333,0.25,0,0,0,0,0,0,0,0,0
"MCD BIO 50 - LEE, P.",0,0.582,0.3,0.055,0.018,0.009,0.009,0.018,0.009,0,0,0,0
"MCD BIO 60 - GALLAGHER, K.J.",0,0.759,0.194,0.046,0,0,0,0,0,0,0,0,0
"MCD BIO 90 - HOOSHMAND, M.J.",0.042,0.417,0.167,0.167,0,0,0.125,0.042,0,0,0.042,0,0
"MCD BIO M175A - CHANDLER, S.H.",0,0.308,0.154,0.154,0.154,0.154,0,0,0,0,0.077,0,0
"MECH&AE 101 - GUPTA, V.",0,0.984,0.008,0.008,0,0,0,0,0,0,0,0,0
"MECH&AE 102 - SANTOS, V.",0.394,0.298,0.064,0.096,0.096,0.011,0.011,0.011,0.011,0,0,0,0.011
"MECH&AE 103 - KAVEHPOUR, H.P.",0.106,0.341,0.065,0.073,0.138,0.122,0.049,0.033,0.041,0.016,0,0.008,0.008
"MECH&AE 105A - ABDOU, M.A.",0.072,0.227,0.093,0.227,0.237,0.041,0.021,0.041,0.01,0,0,0,0.031
"MECH&AE 105D - HU, Y.",0.061,0.212,0.273,0.141,0.121,0.061,0.051,0.061,0.01,0,0.01,0,0
"MECH&AE 107 - TSAO, T.",0.033,0.262,0.262,0.18,0.049,0.082,0,0.049,0.033,0,0,0.016,0.033
"MECH&AE 131A - DHIR, V.K.",0,0.173,0.365,0.385,0.058,0.019,0,0,0,0,0,0,0
"MECH&AE 150A - TAIRA, K.",0.08,0.38,0,0.08,0.24,0.08,0,0.08,0.02,0,0.04,0,0
"MECH&AE 154B - TOOHEY, D.M.",0,0.8,0.2,0,0,0,0,0,0,0,0,0,0
"MECH&AE 154S - TOOHEY, D.M.",0,0.571,0,0.095,0.19,0.048,0,0.095,0,0,0,0,0
"MECH&AE 156A - JIN, L.",0.091,0.303,0.212,0.121,0.03,0.061,0.061,0.091,0,0,0,0,0.03
"MECH&AE 157 - JU, S.",0,0.667,0.267,0.067,0,0,0,0,0,0,0,0,0
"MECH&AE 157 - LIN, N.",0,0.706,0.176,0.088,0,0,0,0,0,0,0,0,0.029
"MECH&AE 161A - DAVOYAN, A.R.",0,0.687,0.06,0.06,0.048,0.024,0.012,0.048,0.024,0,0.012,0,0.024
"MECH&AE 162A - HOPKINS, J.",0.46,0.287,0.149,0.046,0.034,0.011,0,0.011,0,0,0,0,0
"MECH&AE 166A - SEPULVEDA, A.E.",0.017,0.583,0.25,0.1,0,0.017,0,0.017,0,0,0.017,0,0
"MECH&AE 166C - CARMAN, G.P.",0.136,0.727,0.045,0.045,0.045,0,0,0,0,0,0,0,0
"MECH&AE 169A - CHANG, S.",0.5,0.429,0.071,0,0,0,0,0,0,0,0,0,0
"MECH&AE 171A - IWASAKI, T.",0.078,0.176,0.216,0.137,0.098,0.137,0.039,0.039,0.02,0.02,0,0.039,0
"MECH&AE 174 - MOSLEH, A.",0.056,0.056,0.611,0.194,0.056,0.028,0,0,0,0,0,0,0
"MECH&AE 182C - ZHONG, X.",0.098,0.61,0.073,0.122,0,0.049,0.024,0.024,0,0,0,0,0
"MECH&AE 183A - LI, X.",0.056,0.139,0.333,0.361,0.111,0,0,0,0,0,0,0,0
"MECH&AE 231A - AYYASWAMY, P.S.",0.1,0.3,0.2,0,0.3,0.1,0,0,0,0,0,0,0
"MECH&AE 250C - WIRZ, R.E.",0.115,0.308,0.308,0.115,0.154,0,0,0,0,0,0,0,0
"MECH&AE 250C - WIRZ, R.E. LEC 80",0.071,0.5,0.071,0.071,0.286,0,0,0,0,0,0,0,0
"MECH&AE 261A - GOYAL, V.K.",0.438,0.5,0,0,0.062,0,0,0,0,0,0,0,0
"MECH&AE 281 - KIM, C.",0.083,0.167,0.333,0.333,0,0,0,0,0,0,0,0,0.083
"MECH&AE 296B - GHONIEM, N.M.",0.368,0.263,0.316,0,0.053,0,0,0,0,0,0,0,0
"MECH&AE 296B - GHONIEM, N.M. LEC 80",0,0.1,0.3,0.2,0.3,0.1,0,0,0,0,0,0,0
"MECH&AE 82 - CLITES, T.R.",0.117,0.34,0.155,0.107,0.146,0.019,0.019,0.058,0.01,0.01,0,0.01,0.01
"MECH&AE 94 - GAO, E.X.",0.02,0.72,0.16,0.02,0.04,0.02,0.02,0,0,0,0,0,0
"MECH&AE C137 - GADH, R.",0,0.235,0.265,0.353,0.147,0,0,0,0,0,0,0,0
"MECH&AE C150P - SPEARRIN, R.M.",0.073,0.293,0.341,0.073,0.098,0.049,0,0.024,0.024,0,0.024,0,0
"MECH&AE C163A - HONG, D.W.",0.133,0.133,0.133,0.333,0.067,0.067,0.133,0,0,0,0,0,0
"MECH&AE C237 - GADH, R.",0.043,0.174,0.391,0.217,0.13,0.043,0,0,0,0,0,0,0
"MECH&AE C250P - SPEARRIN, R.M.",0.125,0.5,0.188,0,0.188,0,0,0,0,0,0,0,0
"MECH&AE C263A - HONG, D.W.",0.578,0.178,0.044,0.156,0.022,0.022,0,0,0,0,0,0,0
"MECH&AE C271A - SPEYER, J.L.",0.143,0.357,0.321,0.143,0.036,0,0,0,0,0,0,0,0
"MECH&AE C297A - LI, X.",0,0.303,0.303,0.242,0.152,0,0,0,0,0,0,0,0
"MECH&AE M183B - CHIOU, P.",0.04,0.4,0.24,0.24,0.08,0,0,0,0,0,0,0,0
"MECH&AE M20 - KHALID JAWED, M.",0.2,0.59,0.076,0.029,0.01,0.057,0,0,0.019,0,0,0.019,0
"MECH&AE M256A - MAL, A.K.",0.053,0.579,0.053,0.105,0.053,0.158,0,0,0,0,0,0,0
"MECH&AE M256A - MAL, A.K. LEC 80",0,0.412,0.353,0,0.059,0.118,0,0.059,0,0,0,0,0
"MECH&AE M270A - M'CLOSKEY, R.T.",0,0.611,0.194,0.056,0.139,0,0,0,0,0,0,0,0
"MECH&AE M270A - M'CLOSKEY, R.T. LEC 80",0,0.3,0.6,0,0.1,0,0,0,0,0,0,0,0
"MECH&AE M287 - CHEN, Y.",0.062,0.562,0.188,0.125,0,0,0,0,0,0,0,0,0.062
"MGMT 108 - GUERIN, J.",0.016,0.159,0.19,0.143,0.159,0.111,0.079,0.048,0.063,0.016,0.016,0,0
"MGMT 108 - KLEIN, G.L.",0.19,0.127,0.177,0.19,0.089,0.089,0.114,0.013,0,0,0.013,0,0
"MGMT 120A - LU, M.",0.02,0.22,0.08,0.2,0.22,0.06,0,0.06,0.06,0.02,0.06,0,0
"MGMT 120A - LU, M. LEC 2",0.059,0.216,0.137,0.098,0.137,0.118,0.059,0.078,0,0.02,0.039,0,0.039
"MGMT 120B - LU, M.",0.091,0.212,0.152,0.273,0.091,0.03,0,0.03,0,0.03,0.03,0,0.061
"MGMT 121 - WILLIAMS, M.G.",0,0.948,0.013,0.013,0,0.013,0,0.013,0,0,0,0,0
"MGMT 122 - KUMAR, N.T.",0,0.814,0.14,0.023,0,0.023,0,0,0,0,0,0,0
"MGMT 122 - KUMAR, N.T. LEC 2",0,0.758,0.212,0,0,0,0,0.03,0,0,0,0,0
"MGMT 123 - GARDNER TRELOAR, J",0,0.209,0.302,0.116,0.093,0.163,0.023,0.07,0,0,0,0,0.023
"MGMT 124 - WILLIAMS, M.G.",0.023,0.341,0.205,0.159,0.136,0.023,0.091,0,0,0,0,0,0.023
"MGMT 126 - BORMAN, C.J.",0,0.333,0.222,0.185,0.111,0.037,0.037,0,0,0,0,0,0.074
"MGMT 127A - GARDNER TRELOAR, J",0,0.314,0.176,0.176,0.039,0.078,0.059,0.039,0.098,0,0,0,0.02
"MGMT 127A - KLEIN, G.L.",0.127,0.111,0.365,0.206,0.127,0,0,0.048,0,0,0,0,0.016
"MGMT 127B - GARDNER TRELOAR, J",0,0.286,0.19,0.19,0.095,0.048,0,0.095,0.048,0,0.048,0,0
"MGMT 142A - RAVETCH, D.S.",0,0.364,0.303,0.273,0.061,0,0,0,0,0,0,0,0
"MGMT 160 - WILSON, N.M.",0.029,0.314,0.143,0.143,0.143,0.086,0,0.057,0,0,0.029,0.029,0.029
"MGMT 160 - WILSON, N.M. LEC 2",0.054,0.243,0.189,0.135,0.162,0.081,0.108,0.027,0,0,0,0,0
"MGMT 161 - AGHILI, K.",0.047,0.326,0.256,0.302,0.07,0,0,0,0,0,0,0,0
"MGMT 163 - ROSTAMIAN, F.D.",0.053,0.211,0.211,0.474,0.053,0,0,0,0,0,0,0,0
"MGMT 164 - BORMAN, C.J.",0.028,0.25,0.25,0.139,0.222,0.083,0,0,0,0,0,0,0.028
"MGMT 167 - NORTHROP, G.S.",0.075,0.3,0.325,0.175,0.1,0.025,0,0,0,0,0,0,0
"MGMT 168 - PATT, S.S.",0.048,0.381,0.167,0.167,0.119,0.119,0,0,0,0,0,0,0
"MGMT 170 - KARLAN, M.S.",0.008,0.19,0.273,0.24,0.174,0.066,0.041,0.008,0,0,0,0,0
"MGMT 180 - WEINHAUS, E.A.",0.118,0.353,0.118,0.235,0.118,0.059,0,0,0,0,0,0,0
"MGMT 1A - WOO, E.A.",0.087,0.64,0.012,0.031,0.081,0.006,0.012,0.118,0,0,0.006,0,0.006
"MGMT 1A - WOO, E.A. LEC 2",0.051,0.601,0.051,0.025,0.202,0,0.005,0.051,0.01,0,0,0,0.005
"MGMT 1B - RAVETCH, D.S.",0,0.036,0.171,0.135,0.189,0,0.189,0.135,0,0,0.054,0,0.09
"MGMT 220 - SUSSMAN, E.H.",0,0.182,0.309,0.345,0.145,0.018,0,0,0,0,0,0,0
"MGMT 224 - GUERIN, J.",0.019,0.327,0.288,0.365,0,0,0,0,0,0,0,0,0
"MGMT 224 - GUERIN, J. LEC 2",0.077,0.308,0.308,0.308,0,0,0,0,0,0,0,0,0
"MGMT 228 - CASKEY, J.A.",0.158,0.211,0.158,0.263,0.158,0,0,0,0,0,0,0,0.053
"MGMT 231E - COCKRUM, W.M.",0.103,0.345,0,0.241,0.276,0.034,0,0,0,0,0,0,0
"MGMT 231E - COCKRUM, W.M. LEC 2",0.19,0.19,0,0.238,0.381,0,0,0,0,0,0,0,0
"MGMT 232D - GOUKASIAN, L.",0.049,0.22,0.22,0.268,0.098,0.122,0,0,0,0,0,0,0.024
"MGMT 250D - FIRSTENBERG, I.",0.034,0.661,0.254,0.051,0,0,0,0,0,0,0,0,0
"MGMT 250D - FIRSTENBERG, I. LEC 2",0.118,0.441,0.324,0.118,0,0,0,0,0,0,0,0,0
"MGMT 265 - POLLACK, G.J.",0,0.121,0.424,0.303,0.152,0,0,0,0,0,0,0,0
"MGMT 266A - TERECH, A.",0.068,0.153,0.288,0.441,0.051,0,0,0,0,0,0,0,0
"MGMT 266A - TERECH, A. LEC 2",0.085,0.17,0.255,0.489,0,0,0,0,0,0,0,0,0
"MGMT 275 - BLEVINS, J.",0.158,0.158,0.211,0.184,0.158,0.132,0,0,0,0,0,0,0
"MGMT 275 - MONTGOMERY, M.J.",0.061,0.143,0.204,0.265,0.306,0.02,0,0,0,0,0,0,0
"MGMT 278A - HABIBI, P.B.",0,0.426,0.103,0.088,0.368,0,0,0,0.015,0,0,0,0
"MGMT 281B - CULBERT, S.A.",0,0.538,0.154,0.154,0.154,0,0,0,0,0,0,0,0
"MGMT 285B - ULLMEN, J.B.",0.038,0.692,0.269,0,0,0,0,0,0,0,0,0,0
"MGMT 286 - WHITSON, J.A.",0.153,0.237,0.186,0.271,0.153,0,0,0,0,0,0,0,0
"MGMT 286 - WHITSON, J.A. LEC 2",0.148,0.185,0.259,0.296,0.111,0,0,0,0,0,0,0,0
"MGMT 293C - COCKRUM, W.M.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MGMT 295A - WALSKE, J.M.",0,0.111,0.556,0.167,0.111,0.056,0,0,0,0,0,0,0
"MGMT 295D - ABE, G.J.",0,0.353,0.235,0.353,0.059,0,0,0,0,0,0,0,0
"MGMT 298D - FRONS, B.S.",0.075,0.226,0.302,0.245,0.151,0,0,0,0,0,0,0,0
"MGMT 298D - SANDERS, B.J.",0,0.216,0.405,0.243,0.108,0.027,0,0,0,0,0,0,0
"MGMT 298D - WURSTER, T.S.",0,0.183,0.3,0.4,0.117,0,0,0,0,0,0,0,0
"MGMT 298D - YASMIN, S.",0.8,0.086,0,0,0.029,0.029,0.029,0,0,0,0,0,0.029
"MGMT 298E - CORNELL, B.",0.094,0.844,0,0.062,0,0,0,0,0,0,0,0,0
"MGMT 298E - GABRIEL, S.A.",0,0.791,0.163,0.023,0.023,0,0,0,0,0,0,0,0
"MGMT 298E - GABRIEL, S.A. LEC 4",0,0.643,0.25,0.071,0.036,0,0,0,0,0,0,0,0
"MGMT 298E - LEE, J.J.",0.209,0.186,0.372,0.14,0.07,0,0.023,0,0,0,0,0,0
"MGMT 407 - HERMAN, A.D.",0.069,0.31,0.138,0.31,0.138,0.034,0,0,0,0,0,0,0
"MGMT 425 - MCCANN, R.M.",0.043,0.652,0,0.304,0,0,0,0,0,0,0,0,0
"MGMTEX 402 - LONG, E.F.",0.065,0.283,0.196,0.391,0.065,0,0,0,0,0,0,0,0
"MGMTEX 402 - MAMANI, H.",0.133,0.1,0.317,0.15,0.25,0.05,0,0,0,0,0,0,0
"MGMTEX 402 - SARIN, R.K.",0.045,0.149,0.313,0.284,0.209,0,0,0,0,0,0,0,0
"MGMTEX 409 - SHIH, M.J.",0.119,0.284,0.313,0.224,0.06,0,0,0,0,0,0,0,0
"MGMTEX 409 - SHIH, M.J. LEC 3",0.087,0.304,0.37,0.174,0.065,0,0,0,0,0,0,0,0
"MGMTEX 409 - ULLMEN, J.B.",0.05,0.6,0.233,0.117,0,0,0,0,0,0,0,0,0
"MGMTEX 420 - GANDHI, A.D.",0.034,0.207,0.224,0.328,0.121,0.086,0,0,0,0,0,0,0
"MGMTEX 420 - GANDHI, A.D. LEC 2",0.016,0.25,0.281,0.297,0.078,0.078,0,0,0,0,0,0,0
"MGMTEX 439 - ERICKSON, C.L.",0.071,0.167,0.381,0.381,0,0,0,0,0,0,0,0,0
"MGMTEX 439 - MCCANN, R.M.",0,0.636,0.061,0.303,0,0,0,0,0,0,0,0,0
"MGMTEX 439 - MCCANN, R.M. LEC 2",0,0.581,0.097,0.323,0,0,0,0,0,0,0,0,0
"MGMTEX 439 - NICKELSBURG, G.",0.042,0.458,0.167,0.167,0.083,0.083,0,0,0,0,0,0,0
"MGMTEX 439 - UNZUETA, M.M.",0.091,0.109,0.236,0.273,0.291,0,0,0,0,0,0,0,0
"MGMTEX 440 - HAYN, C.",0,1,0,0,0,0,0,0,0,0,0,0,0
"MGMTFE 401 - DAI, H.",0.07,0.169,0.239,0.254,0.254,0.014,0,0,0,0,0,0,0
"MGMTFE 401 - DEVOE, S.E.",0.045,0.242,0.273,0.212,0.227,0,0,0,0,0,0,0,0
"MGMTFE 401 - SHIH, M.J.",0.062,0.296,0.383,0.074,0.173,0,0,0.012,0,0,0,0,0
"MGMTFE 401 - WHITSON, J.A.",0.038,0.425,0.062,0.162,0.312,0,0,0,0,0,0,0,0
"MGMTFE 401 - WU, J.",0.038,0.203,0.304,0.228,0.228,0,0,0,0,0,0,0,0
"MGMTFE 402 - MAMER, J.W.",0,0.359,0.141,0.372,0.128,0,0,0,0,0,0,0,0
"MGMTFE 402 - MISIC, V.",0.057,0.429,0.257,0.114,0.143,0,0,0,0,0,0,0,0
"MGMTFE 402 - MISIC, V. LEC 2",0.015,0.385,0.246,0.154,0.169,0.031,0,0,0,0,0,0,0
"MGMTFE 402 - MISIC, V. LEC 3",0.026,0.41,0.385,0.077,0.103,0,0,0,0,0,0,0,0
"MGMTFE 402 - SARIN, R.K.",0.025,0.253,0.291,0.304,0.127,0,0,0,0,0,0,0,0
"MGMTFE 409 - DAI, H.",0.043,0.214,0.229,0.329,0.186,0,0,0,0,0,0,0,0
"MGMTFE 409 - DAI, H. LEC 2",0.045,0.212,0.227,0.303,0.212,0,0,0,0,0,0,0,0
"MGMTFE 409 - SHIH, M.J.",0.062,0.262,0.388,0.212,0.062,0.013,0,0,0,0,0,0,0
"MGMTFE 409 - WU, J.",0.051,0.342,0.114,0.291,0.203,0,0,0,0,0,0,0,0
"MGMTFE 409 - WU, J. LEC 4",0.05,0.375,0.1,0.275,0.2,0,0,0,0,0,0,0,0
"MGMTFE 410 - BRAVO PLAZA, F.",0.042,0.264,0.181,0.306,0.153,0.056,0,0,0,0,0,0,0
"MGMTFE 410 - BRAVO PLAZA, F. LEC 3",0.073,0.244,0.195,0.341,0.146,0,0,0,0,0,0,0,0
"MGMTFE 410 - CASTRO, F.",0.031,0.156,0.297,0.328,0.125,0.062,0,0,0,0,0,0,0
"MGMTFE 410 - RAJARAM, K.",0.013,0.228,0.215,0.215,0.241,0.089,0,0,0,0,0,0,0
"MGMTFE 420 - GANDHI, A.D.",0.146,0.415,0.207,0.159,0.061,0,0,0.012,0,0,0,0,0
"MGMTFE 420 - KAO, J.L.",0.026,0.221,0.26,0.221,0.195,0.078,0,0,0,0,0,0,0
"MGMTFE 420 - KAO, J.L. LEC 3",0.122,0.146,0.244,0.195,0.195,0.098,0,0,0,0,0,0,0
"MGMTFE 420 - KAO, J.L. LEC 4",0.109,0.141,0.25,0.203,0.203,0.094,0,0,0,0,0,0,0
"MGMTFE 427B - SCHEINROCK, J.I.",0.186,0.547,0.192,0.058,0.017,0,0,0,0,0,0,0,0
"MGMTFE 428B - SCHEINROCK, J.I.",0.119,0.448,0.239,0.149,0.045,0,0,0,0,0,0,0,0
"MGMTFT 401B - CARUSO, E.M.",0.043,0.232,0.217,0.246,0.232,0.014,0.014,0,0,0,0,0,0
"MGMTFT 401B - DAI, H.",0.079,0.175,0.238,0.222,0.286,0,0,0,0,0,0,0,0
"MGMTFT 401B - DEVOE, S.E.",0.055,0.219,0.274,0.233,0.205,0.014,0,0,0,0,0,0,0
"MGMTFT 401B - SHIH, M.J.",0.044,0.426,0.074,0.265,0.118,0.074,0,0,0,0,0,0,0
"MGMTFT 401B - WU, J.",0.043,0.2,0.3,0.243,0.2,0.014,0,0,0,0,0,0,0
"MGMTFT 402 - LONG, E.F.",0.056,0.493,0.056,0.338,0.028,0.014,0.014,0,0,0,0,0,0
"MGMTFT 402 - LONG, E.F. LEC 3",0.026,0.397,0.077,0.41,0.077,0.013,0,0,0,0,0,0,0
"MGMTFT 402 - SIDDIQ, A.A.",0.096,0.301,0.411,0.164,0.027,0,0,0,0,0,0,0,0
"MGMTFT 402 - SIDDIQ, A.A. LEC 4",0.091,0.325,0.39,0.156,0.039,0,0,0,0,0,0,0,0
"MGMTFT 402 - SIDDIQ, A.A. LEC 5",0.075,0.302,0.396,0.208,0.019,0,0,0,0,0,0,0,0
"MGMTFT 403 - SAAVEDRA LUX, D.A.",0.057,0.214,0.2,0.214,0.257,0.057,0,0,0,0,0,0,0
"MGMTFT 403 - SAAVEDRA LUX, D.A. LEC 4",0.056,0.239,0.239,0.155,0.155,0.155,0,0,0,0,0,0,0
"MGMTFT 403 - SAAVEDRA LUX, D.A. LEC 5",0.111,0.222,0.259,0.185,0.185,0.037,0,0,0,0,0,0,0
"MGMTFT 403 - TRUEMAN, B.M.",0,0.442,0.269,0.135,0.077,0.058,0,0.019,0,0,0,0,0
"MGMTFT 403 - TRUEMAN, B.M. LEC 3",0,0.338,0.268,0.155,0.127,0.056,0.042,0.014,0,0,0,0,0
"MGMTFT 405 - GIULIANO, P.",0.044,0.265,0.191,0.25,0.221,0.029,0,0,0,0,0,0,0
"MGMTFT 405 - GIULIANO, P. LEC 3",0.064,0.218,0.218,0.244,0.231,0.026,0,0,0,0,0,0,0
"MGMTFT 405 - GIULIANO, P. LEC 5",0.02,0.275,0.216,0.275,0.176,0.039,0,0,0,0,0,0,0
"MGMTFT 405 - WASSERMAN, M.S.",0.056,0.197,0.254,0.239,0.225,0.028,0,0,0,0,0,0,0
"MGMTFT 405 - WASSERMAN, M.S. LEC 4",0.053,0.197,0.25,0.25,0.197,0.053,0,0,0,0,0,0,0
"MGMTFT 408 - HARTMAN-GLASER, B.",0.077,0.231,0.282,0.103,0.231,0.026,0.051,0,0,0,0,0,0
"MGMTFT 408 - HARTMAN-GLASER, B. LEC 11",0.089,0.311,0.156,0.289,0.089,0.067,0,0,0,0,0,0,0
"MGMTFT 408 - HARTMAN-GLASER, B. LEC 7",0.111,0.259,0.185,0.222,0.074,0.148,0,0,0,0,0,0,0
"MGMTFT 411 - HERSHFIELD, H.E.",0.076,0.242,0.258,0.348,0.061,0.015,0,0,0,0,0,0,0
"MGMTFT 411 - SHADDY, F.P.",0.092,0.338,0.077,0.323,0.138,0.031,0,0,0,0,0,0,0
"MGMTFT 411 - SHADDY, F.P. LEC 10",0.053,0.368,0.053,0.368,0.105,0.053,0,0,0,0,0,0,0
"MGMTFT 411 - SHADDY, F.P. LEC 9",0.06,0.343,0.09,0.358,0.119,0.03,0,0,0,0,0,0,0
"MGMTGEX 406B - GOLDSTEIN, N.J.",0.138,0.31,0.069,0.276,0.172,0.034,0,0,0,0,0,0,0
"MGMTGEX 440 - TERECH, A.",0.2,0.3,0.3,0.2,0,0,0,0,0,0,0,0,0
"MGMTGEX 445C - BLEVINS, J.",0.241,0.414,0.207,0.103,0.034,0,0,0,0,0,0,0,0
"MGMTMFE 400 - CHERNOV, M.",0.217,0.152,0.174,0.413,0.043,0,0,0,0,0,0,0,0
"MGMTMFE 401 - HAYN, C.",0.021,0.319,0.191,0.064,0.404,0,0,0,0,0,0,0,0
"MGMTMFE 402 - ROSSI, P.E.",0,0.239,0.043,0.174,0.522,0.022,0,0,0,0,0,0,0
"MGMTMFE 403 - PA0GEAS, S.",0.128,0.34,0.043,0.319,0.128,0.043,0,0,0,0,0,0,0
"MGMTMFE 410 - PELEG, E.",0,0.829,0.171,0,0,0,0,0,0,0,0,0,0
"MGMTMFE 410 - PELEG, E. LEC 2",0.094,0.75,0.156,0,0,0,0,0,0,0,0,0,0
